,icd9cm,icd10,description,flags,approximate,no_map,combination,scenario,choice_list
1379,1618,C328,Malignant neoplasm of overlapping sites of larynx,0,0,0,0,0,0
1380,1619,C329,"Malignant neoplasm of larynx, unspecified",0,0,0,0,0,0
1381,1620,C33,Malignant neoplasm of trachea,0,0,0,0,0,0
1382,1622,C3400,Malignant neoplasm of unspecified main bronchus,10000,1,0,0,0,0
1383,1622,C3401,Malignant neoplasm of right main bronchus,10000,1,0,0,0,0
1384,1622,C3402,Malignant neoplasm of left main bronchus,10000,1,0,0,0,0
1385,1623,C3410,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",10000,1,0,0,0,0
1386,1623,C3411,"Malignant neoplasm of upper lobe, right bronchus or lung",10000,1,0,0,0,0
1387,1623,C3412,"Malignant neoplasm of upper lobe, left bronchus or lung",10000,1,0,0,0,0
1388,1624,C342,"Malignant neoplasm of middle lobe, bronchus or lung",0,0,0,0,0,0
1389,1625,C3430,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",10000,1,0,0,0,0
1390,1625,C3431,"Malignant neoplasm of lower lobe, right bronchus or lung",10000,1,0,0,0,0
1391,1625,C3432,"Malignant neoplasm of lower lobe, left bronchus or lung",10000,1,0,0,0,0
1392,1628,C3480,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,10000,1,0,0,0,0
1393,1628,C3481,Malignant neoplasm of overlapping sites of right bronchus and lung,10000,1,0,0,0,0
1394,1628,C3482,Malignant neoplasm of overlapping sites of left bronchus and lung,10000,1,0,0,0,0
1395,1629,C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung,10000,1,0,0,0,0
1396,1629,C3491,Malignant neoplasm of unspecified part of right bronchus or lung,10000,1,0,0,0,0
1397,1629,C3492,Malignant neoplasm of unspecified part of left bronchus or lung,10000,1,0,0,0,0
1398,1640,C37,Malignant neoplasm of thymus,0,0,0,0,0,0
1399,1641,C380,Malignant neoplasm of heart,10000,1,0,0,0,0
1400,1642,C381,Malignant neoplasm of anterior mediastinum,0,0,0,0,0,0
1401,1643,C382,Malignant neoplasm of posterior mediastinum,0,0,0,0,0,0
1402,1649,C383,"Malignant neoplasm of mediastinum, part unspecified",0,0,0,0,0,0
1403,1639,C384,Malignant neoplasm of pleura,10000,1,0,0,0,0
1404,1648,C388,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",0,0,0,0,0,0
1405,1650,C390,"Malignant neoplasm of upper respiratory tract, part unspecified",0,0,0,0,0,0
1406,1658,C399,"Malignant neoplasm of lower respiratory tract, part unspecified",10000,1,0,0,0,0
1407,1659,C399,"Malignant neoplasm of lower respiratory tract, part unspecified",10000,1,0,0,0,0
1408,1704,C4000,Malignant neoplasm of scapula and long bones of unspecified upper limb,10000,1,0,0,0,0
1409,1704,C4001,Malignant neoplasm of scapula and long bones of right upper limb,10000,1,0,0,0,0
1410,1704,C4002,Malignant neoplasm of scapula and long bones of left upper limb,10000,1,0,0,0,0
1411,1705,C4010,Malignant neoplasm of short bones of unspecified upper limb,10000,1,0,0,0,0
1412,1705,C4011,Malignant neoplasm of short bones of right upper limb,10000,1,0,0,0,0
1413,1705,C4012,Malignant neoplasm of short bones of left upper limb,10000,1,0,0,0,0
1414,1707,C4020,Malignant neoplasm of long bones of unspecified lower limb,10000,1,0,0,0,0
1415,1707,C4021,Malignant neoplasm of long bones of right lower limb,10000,1,0,0,0,0
1416,1707,C4022,Malignant neoplasm of long bones of left lower limb,10000,1,0,0,0,0
1417,1708,C4030,Malignant neoplasm of short bones of unspecified lower limb,10000,1,0,0,0,0
1418,1708,C4031,Malignant neoplasm of short bones of right lower limb,10000,1,0,0,0,0
1419,1708,C4032,Malignant neoplasm of short bones of left lower limb,10000,1,0,0,0,0
1420,1709,C4080,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,10000,1,0,0,0,0
1421,1709,C4081,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,10000,1,0,0,0,0
1422,1709,C4082,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,10000,1,0,0,0,0
1423,1709,C4090,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,10000,1,0,0,0,0
1424,1709,C4091,Malignant neoplasm of unspecified bones and articular cartilage of right limb,10000,1,0,0,0,0
1425,1709,C4092,Malignant neoplasm of unspecified bones and articular cartilage of left limb,10000,1,0,0,0,0
1426,1700,C410,Malignant neoplasm of bones of skull and face,0,0,0,0,0,0
1427,1701,C411,Malignant neoplasm of mandible,0,0,0,0,0,0
1428,1702,C412,Malignant neoplasm of vertebral column,0,0,0,0,0,0
1429,1703,C413,"Malignant neoplasm of ribs, sternum and clavicle",0,0,0,0,0,0
1430,1706,C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx",0,0,0,0,0,0
1431,1709,C419,"Malignant neoplasm of bone and articular cartilage, unspecified",10000,1,0,0,0,0
1432,1720,C430,Malignant melanoma of lip,10000,1,0,0,0,0
1433,1721,C4310,"Malignant melanoma of unspecified eyelid, including canthus",10000,1,0,0,0,0
1434,1721,C4311,"Malignant melanoma of right eyelid, including canthus",10000,1,0,0,0,0
1435,1721,C4312,"Malignant melanoma of left eyelid, including canthus",10000,1,0,0,0,0
1436,1722,C4320,Malignant melanoma of unspecified ear and external auricular canal,10000,1,0,0,0,0
1437,1722,C4321,Malignant melanoma of right ear and external auricular canal,10000,1,0,0,0,0
1438,1722,C4322,Malignant melanoma of left ear and external auricular canal,10000,1,0,0,0,0
1439,1723,C4330,Malignant melanoma of unspecified part of face,10000,1,0,0,0,0
1440,1723,C4331,Malignant melanoma of nose,10000,1,0,0,0,0
1441,1723,C4339,Malignant melanoma of other parts of face,10000,1,0,0,0,0
1442,1724,C434,Malignant melanoma of scalp and neck,10000,1,0,0,0,0
1443,1725,C4351,Malignant melanoma of anal skin,10000,1,0,0,0,0
1444,1725,C4352,Malignant melanoma of skin of breast,10000,1,0,0,0,0
1445,1725,C4359,Malignant melanoma of other part of trunk,10000,1,0,0,0,0
1446,1726,C4360,"Malignant melanoma of unspecified upper limb, including shoulder",10000,1,0,0,0,0
1447,1726,C4361,"Malignant melanoma of right upper limb, including shoulder",10000,1,0,0,0,0
1448,1726,C4362,"Malignant melanoma of left upper limb, including shoulder",10000,1,0,0,0,0
1449,1727,C4370,"Malignant melanoma of unspecified lower limb, including hip",10000,1,0,0,0,0
1450,1727,C4371,"Malignant melanoma of right lower limb, including hip",10000,1,0,0,0,0
1451,1727,C4372,"Malignant melanoma of left lower limb, including hip",10000,1,0,0,0,0
1452,1728,C438,Malignant melanoma of overlapping sites of skin,10000,1,0,0,0,0
1453,1729,C439,"Malignant melanoma of skin, unspecified",10000,1,0,0,0,0
1454,17300,C4400,Unspecified malignant neoplasm of skin of lip,0,0,0,0,0,0
1455,17301,C4401,Basal cell carcinoma of skin of lip,0,0,0,0,0,0
1456,17302,C4402,Squamous cell carcinoma of skin of lip,0,0,0,0,0,0
1457,17309,C4409,Other specified malignant neoplasm of skin of lip,0,0,0,0,0,0
1458,17310,C44101,"Unspecified malignant neoplasm of skin of unspecified eyelid, including canthus",10000,1,0,0,0,0
1459,17310,C44102,"Unspecified malignant neoplasm of skin of right eyelid, including canthus",10000,1,0,0,0,0
1460,17310,C44109,"Unspecified malignant neoplasm of skin of left eyelid, including canthus",10000,1,0,0,0,0
1461,17311,C44111,"Basal cell carcinoma of skin of unspecified eyelid, including canthus",10000,1,0,0,0,0
1462,17311,C44112,"Basal cell carcinoma of skin of right eyelid, including canthus",10000,1,0,0,0,0
1463,17311,C44119,"Basal cell carcinoma of skin of left eyelid, including canthus",10000,1,0,0,0,0
1464,17312,C44121,"Squamous cell carcinoma of skin of unspecified eyelid, including canthus",10000,1,0,0,0,0
1465,17312,C44122,"Squamous cell carcinoma of skin of right eyelid, including canthus",10000,1,0,0,0,0
1466,17312,C44129,"Squamous cell carcinoma of skin of left eyelid, including canthus",10000,1,0,0,0,0
1467,17319,C44191,"Other specified malignant neoplasm of skin of unspecified eyelid, including canthus",10000,1,0,0,0,0
1468,17319,C44192,"Other specified malignant neoplasm of skin of right eyelid, including canthus",10000,1,0,0,0,0
1469,17319,C44199,"Other specified malignant neoplasm of skin of left eyelid, including canthus",10000,1,0,0,0,0
1470,17320,C44201,Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal,10000,1,0,0,0,0
1471,17320,C44202,Unspecified malignant neoplasm of skin of right ear and external auricular canal,10000,1,0,0,0,0
1472,17320,C44209,Unspecified malignant neoplasm of skin of left ear and external auricular canal,10000,1,0,0,0,0
1473,17321,C44211,Basal cell carcinoma of skin of unspecified ear and external auricular canal,10000,1,0,0,0,0
1474,17321,C44212,Basal cell carcinoma of skin of right ear and external auricular canal,10000,1,0,0,0,0
1475,17321,C44219,Basal cell carcinoma of skin of left ear and external auricular canal,10000,1,0,0,0,0
1476,17322,C44221,Squamous cell carcinoma of skin of unspecified ear and external auricular canal,10000,1,0,0,0,0
1477,17322,C44222,Squamous cell carcinoma of skin of right ear and external auricular canal,10000,1,0,0,0,0
1478,17322,C44229,Squamous cell carcinoma of skin of left ear and external auricular canal,10000,1,0,0,0,0
1479,17329,C44291,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal,10000,1,0,0,0,0
1480,17329,C44292,Other specified malignant neoplasm of skin of right ear and external auricular canal,10000,1,0,0,0,0
1481,17329,C44299,Other specified malignant neoplasm of skin of left ear and external auricular canal,10000,1,0,0,0,0
1482,17330,C44300,Unspecified malignant neoplasm of skin of unspecified part of face,10000,1,0,0,0,0
1483,17330,C44301,Unspecified malignant neoplasm of skin of nose,10000,1,0,0,0,0
1484,17330,C44309,Unspecified malignant neoplasm of skin of other parts of face,10000,1,0,0,0,0
1485,17331,C44310,Basal cell carcinoma of skin of unspecified parts of face,10000,1,0,0,0,0
1486,17331,C44311,Basal cell carcinoma of skin of nose,10000,1,0,0,0,0
1487,17331,C44319,Basal cell carcinoma of skin of other parts of face,10000,1,0,0,0,0
1488,17332,C44320,Squamous cell carcinoma of skin of unspecified parts of face,10000,1,0,0,0,0
1489,17332,C44321,Squamous cell carcinoma of skin of nose,10000,1,0,0,0,0
1490,17332,C44329,Squamous cell carcinoma of skin of other parts of face,10000,1,0,0,0,0
1491,17339,C44390,Other specified malignant neoplasm of skin of unspecified parts of face,10000,1,0,0,0,0
1492,17339,C44391,Other specified malignant neoplasm of skin of nose,10000,1,0,0,0,0
1493,17339,C44399,Other specified malignant neoplasm of skin of other parts of face,10000,1,0,0,0,0
1494,17340,C4440,Unspecified malignant neoplasm of skin of scalp and neck,0,0,0,0,0,0
1495,17341,C4441,Basal cell carcinoma of skin of scalp and neck,0,0,0,0,0,0
1496,17342,C4442,Squamous cell carcinoma of skin of scalp and neck,0,0,0,0,0,0
1497,17349,C4449,Other specified malignant neoplasm of skin of scalp and neck,0,0,0,0,0,0
1498,17350,C44500,Unspecified malignant neoplasm of anal skin,10000,1,0,0,0,0
1499,17350,C44501,Unspecified malignant neoplasm of skin of breast,10000,1,0,0,0,0
1500,17350,C44509,Unspecified malignant neoplasm of skin of other part of trunk,10000,1,0,0,0,0
1501,17351,C44510,Basal cell carcinoma of anal skin,10000,1,0,0,0,0
1502,17351,C44511,Basal cell carcinoma of skin of breast,10000,1,0,0,0,0
1503,17351,C44519,Basal cell carcinoma of skin of other part of trunk,10000,1,0,0,0,0
1504,17352,C44520,Squamous cell carcinoma of anal skin,10000,1,0,0,0,0
1505,17352,C44521,Squamous cell carcinoma of skin of breast,10000,1,0,0,0,0
1506,17352,C44529,Squamous cell carcinoma of skin of other part of trunk,10000,1,0,0,0,0
1507,17359,C44590,Other specified malignant neoplasm of anal skin,10000,1,0,0,0,0
1508,17359,C44591,Other specified malignant neoplasm of skin of breast,10000,1,0,0,0,0
1509,17359,C44599,Other specified malignant neoplasm of skin of other part of trunk,10000,1,0,0,0,0
1510,17360,C44601,"Unspecified malignant neoplasm of skin of unspecified upper limb, including shoulder",10000,1,0,0,0,0
1511,17360,C44602,"Unspecified malignant neoplasm of skin of right upper limb, including shoulder",10000,1,0,0,0,0
1512,17360,C44609,"Unspecified malignant neoplasm of skin of left upper limb, including shoulder",10000,1,0,0,0,0
1513,17361,C44611,"Basal cell carcinoma of skin of unspecified upper limb, including shoulder",10000,1,0,0,0,0
1514,17361,C44612,"Basal cell carcinoma of skin of right upper limb, including shoulder",10000,1,0,0,0,0
1515,17361,C44619,"Basal cell carcinoma of skin of left upper limb, including shoulder",10000,1,0,0,0,0
1516,17362,C44621,"Squamous cell carcinoma of skin of unspecified upper limb, including shoulder",10000,1,0,0,0,0
1517,17362,C44622,"Squamous cell carcinoma of skin of right upper limb, including shoulder",10000,1,0,0,0,0
1518,17362,C44629,"Squamous cell carcinoma of skin of left upper limb, including shoulder",10000,1,0,0,0,0
1519,17369,C44691,"Other specified malignant neoplasm of skin of unspecified upper limb, including shoulder",10000,1,0,0,0,0
1520,17369,C44692,"Other specified malignant neoplasm of skin of right upper limb, including shoulder",10000,1,0,0,0,0
1521,17369,C44699,"Other specified malignant neoplasm of skin of left upper limb, including shoulder",10000,1,0,0,0,0
1522,17370,C44701,"Unspecified malignant neoplasm of skin of unspecified lower limb, including hip",10000,1,0,0,0,0
1523,17370,C44702,"Unspecified malignant neoplasm of skin of right lower limb, including hip",10000,1,0,0,0,0
1524,17370,C44709,"Unspecified malignant neoplasm of skin of left lower limb, including hip",10000,1,0,0,0,0
1525,17371,C44711,"Basal cell carcinoma of skin of unspecified lower limb, including hip",10000,1,0,0,0,0
1526,17371,C44712,"Basal cell carcinoma of skin of right lower limb, including hip",10000,1,0,0,0,0
1527,17371,C44719,"Basal cell carcinoma of skin of left lower limb, including hip",10000,1,0,0,0,0
1528,17372,C44721,"Squamous cell carcinoma of skin of unspecified lower limb, including hip",10000,1,0,0,0,0
1529,17372,C44722,"Squamous cell carcinoma of skin of right lower limb, including hip",10000,1,0,0,0,0
1530,17372,C44729,"Squamous cell carcinoma of skin of left lower limb, including hip",10000,1,0,0,0,0
1531,17379,C44791,"Other specified malignant neoplasm of skin of unspecified lower limb, including hip",10000,1,0,0,0,0
1532,17379,C44792,"Other specified malignant neoplasm of skin of right lower limb, including hip",10000,1,0,0,0,0
1533,17379,C44799,"Other specified malignant neoplasm of skin of left lower limb, including hip",10000,1,0,0,0,0
1534,17380,C4480,Unspecified malignant neoplasm of overlapping sites of skin,10000,1,0,0,0,0
1535,17381,C4481,Basal cell carcinoma of overlapping sites of skin,10000,1,0,0,0,0
1536,17382,C4482,Squamous cell carcinoma of overlapping sites of skin,10000,1,0,0,0,0
1537,17389,C4489,Other specified malignant neoplasm of overlapping sites of skin,10000,1,0,0,0,0
1538,17390,C4490,"Unspecified malignant neoplasm of skin, unspecified",0,0,0,0,0,0
1539,17391,C4491,"Basal cell carcinoma of skin, unspecified",0,0,0,0,0,0
1540,17392,C4492,"Squamous cell carcinoma of skin, unspecified",0,0,0,0,0,0
1541,17399,C4499,"Other specified malignant neoplasm of skin, unspecified",0,0,0,0,0,0
1542,1639,C450,Mesothelioma of pleura,10000,1,0,0,0,0
1543,1588,C451,Mesothelioma of peritoneum,10000,1,0,0,0,0
1544,1641,C452,Mesothelioma of pericardium,10000,1,0,0,0,0
1545,1958,C457,Mesothelioma of other sites,10000,1,0,0,0,0
1546,1991,C459,"Mesothelioma, unspecified",10000,1,0,0,0,0
1547,1760,C460,Kaposi's sarcoma of skin,0,0,0,0,0,0
1548,1761,C461,Kaposi's sarcoma of soft tissue,0,0,0,0,0,0
1549,1762,C462,Kaposi's sarcoma of palate,0,0,0,0,0,0
1550,1765,C463,Kaposi's sarcoma of lymph nodes,0,0,0,0,0,0
1551,1763,C464,Kaposi's sarcoma of gastrointestinal sites,0,0,0,0,0,0
1552,1764,C4650,Kaposi's sarcoma of unspecified lung,10000,1,0,0,0,0
1553,1764,C4651,Kaposi's sarcoma of right lung,10000,1,0,0,0,0
1554,1764,C4652,Kaposi's sarcoma of left lung,10000,1,0,0,0,0
1555,1768,C467,Kaposi's sarcoma of other sites,0,0,0,0,0,0
1556,1769,C469,"Kaposi's sarcoma, unspecified",0,0,0,0,0,0
1557,1710,C470,"Malignant neoplasm of peripheral nerves of head, face and neck",10000,1,0,0,0,0
1558,1712,C4710,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",10000,1,0,0,0,0
1559,1712,C4711,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",10000,1,0,0,0,0
1560,1712,C4712,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",10000,1,0,0,0,0
1561,1713,C4720,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",10000,1,0,0,0,0
1562,1713,C4721,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",10000,1,0,0,0,0
1563,1713,C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",10000,1,0,0,0,0
1564,1714,C473,Malignant neoplasm of peripheral nerves of thorax,10000,1,0,0,0,0
1565,1715,C474,Malignant neoplasm of peripheral nerves of abdomen,10000,1,0,0,0,0
1566,1716,C475,Malignant neoplasm of peripheral nerves of pelvis,10000,1,0,0,0,0
1567,1717,C476,"Malignant neoplasm of peripheral nerves of trunk, unspecified",10000,1,0,0,0,0
1568,1718,C478,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,10000,1,0,0,0,0
1569,1719,C479,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",10000,1,0,0,0,0
1570,1580,C480,Malignant neoplasm of retroperitoneum,0,0,0,0,0,0
1571,1588,C481,Malignant neoplasm of specified parts of peritoneum,10000,1,0,0,0,0
1572,1589,C482,"Malignant neoplasm of peritoneum, unspecified",0,0,0,0,0,0
1573,1588,C488,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,10000,1,0,0,0,0
1574,1710,C490,"Malignant neoplasm of connective and soft tissue of head, face and neck",10000,1,0,0,0,0
1575,1712,C4910,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",10000,1,0,0,0,0
1576,1712,C4911,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",10000,1,0,0,0,0
1577,1712,C4912,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",10000,1,0,0,0,0
1578,1713,C4920,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",10000,1,0,0,0,0
1579,1713,C4921,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",10000,1,0,0,0,0
1580,1713,C4922,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",10000,1,0,0,0,0
1581,1714,C493,Malignant neoplasm of connective and soft tissue of thorax,10000,1,0,0,0,0
1582,1715,C494,Malignant neoplasm of connective and soft tissue of abdomen,10000,1,0,0,0,0
1583,1716,C495,Malignant neoplasm of connective and soft tissue of pelvis,10000,1,0,0,0,0
1584,1717,C496,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",10000,1,0,0,0,0
1585,1718,C498,Malignant neoplasm of overlapping sites of connective and soft tissue,10000,1,0,0,0,0
1586,1719,C499,"Malignant neoplasm of connective and soft tissue, unspecified",10000,1,0,0,0,0
1587,20931,C4A0,Merkel cell carcinoma of lip,10000,1,0,0,0,0
1588,20931,C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus",10000,1,0,0,0,0
1589,20931,C4A11,"Merkel cell carcinoma of right eyelid, including canthus",10000,1,0,0,0,0
1590,20931,C4A12,"Merkel cell carcinoma of left eyelid, including canthus",10000,1,0,0,0,0
1591,20931,C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal,10000,1,0,0,0,0
1592,20931,C4A21,Merkel cell carcinoma of right ear and external auricular canal,10000,1,0,0,0,0
1593,20931,C4A22,Merkel cell carcinoma of left ear and external auricular canal,10000,1,0,0,0,0
1594,20931,C4A30,Merkel cell carcinoma of unspecified part of face,10000,1,0,0,0,0
1595,20931,C4A31,Merkel cell carcinoma of nose,10000,1,0,0,0,0
1596,20931,C4A39,Merkel cell carcinoma of other parts of face,10000,1,0,0,0,0
1597,20932,C4A4,Merkel cell carcinoma of scalp and neck,0,0,0,0,0,0
1598,20935,C4A51,Merkel cell carcinoma of anal skin,10000,1,0,0,0,0
