,icd9cm,icd10,description,flags,approximate,no_map,combination,scenario,choice_list
1030,0861,B5731,Megaesophagus in Chagas' disease,10000,1,0,0,0,0
1031,0861,B5732,Megacolon in Chagas' disease,10000,1,0,0,0,0
1032,0861,B5739,Other digestive system involvement in Chagas' disease,10000,1,0,0,0,0
1033,0861,B5740,"Chagas' disease with nervous system involvement, unspecified",10000,1,0,0,0,0
1034,0861,B5741,Meningitis in Chagas' disease,10000,1,0,0,0,0
1035,0861,B5742,Meningoencephalitis in Chagas' disease,10000,1,0,0,0,0
1036,0861,B5749,Other nervous system involvement in Chagas' disease,10000,1,0,0,0,0
1037,0861,B575,Chagas' disease (chronic) with other organ involvement,10000,1,0,0,0,0
1038,1307,B5800,"Toxoplasma oculopathy, unspecified",10000,1,0,0,0,0
1039,1302,B5801,Toxoplasma chorioretinitis,0,0,0,0,0,0
1040,1301,B5809,Other toxoplasma oculopathy,10000,1,0,0,0,0
1041,1305,B581,Toxoplasma hepatitis,0,0,0,0,0,0
1042,1300,B582,Toxoplasma meningoencephalitis,0,0,0,0,0,0
1043,1304,B583,Pulmonary toxoplasmosis,10000,1,0,0,0,0
1044,1303,B5881,Toxoplasma myocarditis,0,0,0,0,0,0
1045,1307,B5882,Toxoplasma myositis,10000,1,0,0,0,0
1046,1307,B5883,Toxoplasma tubulo-interstitial nephropathy,10000,1,0,0,0,0
1047,1307,B5889,Toxoplasmosis with other organ involvement,10000,1,0,0,0,0
1048,1309,B589,"Toxoplasmosis, unspecified",0,0,0,0,0,0
1049,1363,B59,Pneumocystosis,0,0,0,0,0,0
1050,08882,B600,Babesiosis,0,0,0,0,0,0
1051,13629,B6010,"Acanthamebiasis, unspecified",10000,1,0,0,0,0
1052,13621,B6011,Meningoencephalitis due to Acanthamoeba (culbertsoni),10000,1,0,0,0,0
1053,13621,B6012,Conjunctivitis due to Acanthamoeba,10111,1,0,1,1,1
1054,37215,B6012,Conjunctivitis due to Acanthamoeba,10112,1,0,1,1,2
1055,13621,B6013,Keratoconjunctivitis due to Acanthamoeba,10111,1,0,1,1,1
1056,3708,B6013,Keratoconjunctivitis due to Acanthamoeba,10112,1,0,1,1,2
1057,13629,B6019,Other acanthamebic disease,10000,1,0,0,0,0
1058,13629,B602,Naegleriasis,10000,1,0,0,0,0
1059,1368,B608,Other specified protozoal diseases,10000,1,0,0,0,0
1060,0889,B64,Unspecified protozoal disease,10000,1,0,0,0,0
1061,1369,B64,Unspecified protozoal disease,10000,1,0,0,0,0
1062,1200,B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],0,0,0,0,0,0
1063,1201,B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],0,0,0,0,0,0
1064,1202,B652,Schistosomiasis due to Schistosoma japonicum,0,0,0,0,0,0
1065,1203,B653,Cercarial dermatitis,0,0,0,0,0,0
1066,1208,B658,Other schistosomiasis,0,0,0,0,0,0
1067,1209,B659,"Schistosomiasis, unspecified",0,0,0,0,0,0
1068,1210,B660,Opisthorchiasis,0,0,0,0,0,0
1069,1211,B661,Clonorchiasis,0,0,0,0,0,0
1070,1218,B662,Dicroceliasis,10000,1,0,0,0,0
1071,1213,B663,Fascioliasis,0,0,0,0,0,0
1072,1212,B664,Paragonimiasis,0,0,0,0,0,0
1073,1214,B665,Fasciolopsiasis,0,0,0,0,0,0
1074,1215,B668,Other specified fluke infections,10000,1,0,0,0,0
1075,1216,B668,Other specified fluke infections,10000,1,0,0,0,0
1076,1218,B668,Other specified fluke infections,10000,1,0,0,0,0
1077,1219,B669,"Fluke infection, unspecified",0,0,0,0,0,0
1078,1220,B670,Echinococcus granulosus infection of liver,0,0,0,0,0,0
1079,1221,B671,Echinococcus granulosus infection of lung,0,0,0,0,0,0
1080,1223,B672,Echinococcus granulosus infection of bone,10000,1,0,0,0,0
1081,1222,B6731,"Echinococcus granulosus infection, thyroid gland",0,0,0,0,0,0
1082,1223,B6732,"Echinococcus granulosus infection, multiple sites",10000,1,0,0,0,0
1083,1223,B6739,"Echinococcus granulosus infection, other sites",10000,1,0,0,0,0
1084,1224,B674,"Echinococcus granulosus infection, unspecified",0,0,0,0,0,0
1085,1225,B675,Echinococcus multilocularis infection of liver,0,0,0,0,0,0
1086,1226,B6761,"Echinococcus multilocularis infection, multiple sites",10000,1,0,0,0,0
1087,1226,B6769,"Echinococcus multilocularis infection, other sites",10000,1,0,0,0,0
1088,1227,B677,"Echinococcus multilocularis infection, unspecified",0,0,0,0,0,0
1089,1228,B678,"Echinococcosis, unspecified, of liver",0,0,0,0,0,0
1090,1229,B6790,"Echinococcosis, unspecified",10000,1,0,0,0,0
1091,1229,B6799,Other echinococcosis,10000,1,0,0,0,0
1092,1230,B680,Taenia solium taeniasis,0,0,0,0,0,0
1093,1232,B681,Taenia saginata taeniasis,0,0,0,0,0,0
1094,1233,B689,"Taeniasis, unspecified",0,0,0,0,0,0
1095,1231,B690,Cysticercosis of central nervous system,10000,1,0,0,0,0
1096,1231,B691,Cysticercosis of eye,10000,1,0,0,0,0
1097,1231,B6981,Myositis in cysticercosis,10000,1,0,0,0,0
1098,1231,B6989,Cysticercosis of other sites,10000,1,0,0,0,0
1099,1231,B699,"Cysticercosis, unspecified",10000,1,0,0,0,0
1100,1234,B700,Diphyllobothriasis,0,0,0,0,0,0
1101,1235,B701,Sparganosis,0,0,0,0,0,0
1102,1236,B710,Hymenolepiasis,0,0,0,0,0,0
1103,1238,B711,Dipylidiasis,10000,1,0,0,0,0
1104,1238,B718,Other specified cestode infections,10000,1,0,0,0,0
1105,1239,B719,"Cestode infection, unspecified",0,0,0,0,0,0
1106,1257,B72,Dracunculiasis,0,0,0,0,0,0
1107,1253,B7300,"Onchocerciasis with eye involvement, unspecified",10000,1,0,0,0,0
1108,1253,B7301,Onchocerciasis with endophthalmitis,10000,1,0,0,0,0
1109,1253,B7302,Onchocerciasis with glaucoma,10000,1,0,0,0,0
1110,1253,B7309,Onchocerciasis with other eye involvement,10000,1,0,0,0,0
1111,1253,B731,Onchocerciasis without eye disease,10000,1,0,0,0,0
1112,1250,B740,Filariasis due to Wuchereria bancrofti,0,0,0,0,0,0
1113,1251,B741,Filariasis due to Brugia malayi,0,0,0,0,0,0
1114,1256,B742,Filariasis due to Brugia timori,10000,1,0,0,0,0
1115,1252,B743,Loiasis,0,0,0,0,0,0
1116,1255,B744,Mansonelliasis,0,0,0,0,0,0
1117,1256,B748,Other filariases,10000,1,0,0,0,0
1118,1259,B749,"Filariasis, unspecified",0,0,0,0,0,0
1119,124,B75,Trichinellosis,0,0,0,0,0,0
1120,1260,B760,Ancylostomiasis,10000,1,0,0,0,0
1121,1262,B760,Ancylostomiasis,10000,1,0,0,0,0
1122,1263,B760,Ancylostomiasis,10000,1,0,0,0,0
1123,1268,B760,Ancylostomiasis,10000,1,0,0,0,0
1124,1261,B761,Necatoriasis,0,0,0,0,0,0
1125,1269,B768,Other hookworm diseases,10000,1,0,0,0,0
1126,1269,B769,"Hookworm disease, unspecified",10000,1,0,0,0,0
1127,1270,B770,Ascariasis with intestinal complications,10000,1,0,0,0,0
1128,1270,B7781,Ascariasis pneumonia,10111,1,0,1,1,1
1129,4848,B7781,Ascariasis pneumonia,10112,1,0,1,1,2
1130,1270,B7789,Ascariasis with other complications,10000,1,0,0,0,0
1131,1270,B779,"Ascariasis, unspecified",10000,1,0,0,0,0
1132,1272,B780,Intestinal strongyloidiasis,10000,1,0,0,0,0
1133,6868,B781,Cutaneous strongyloidiasis,10000,1,0,0,0,0
1134,1272,B787,Disseminated strongyloidiasis,10000,1,0,0,0,0
1135,1272,B789,"Strongyloidiasis, unspecified",10000,1,0,0,0,0
1136,1273,B79,Trichuriasis,0,0,0,0,0,0
1137,1274,B80,Enterobiasis,0,0,0,0,0,0
1138,1271,B810,Anisakiasis,0,0,0,0,0,0
1139,1275,B811,Intestinal capillariasis,0,0,0,0,0,0
1140,1276,B812,Trichostrongyliasis,0,0,0,0,0,0
1141,1277,B813,Intestinal angiostrongyliasis,10000,1,0,0,0,0
1142,1278,B814,Mixed intestinal helminthiases,0,0,0,0,0,0
1143,1277,B818,Other specified intestinal helminthiases,10000,1,0,0,0,0
1144,1279,B820,"Intestinal helminthiasis, unspecified",0,0,0,0,0,0
1145,129,B829,"Intestinal parasitism, unspecified",0,0,0,0,0,0
1146,1280,B830,Visceral larva migrans,0,0,0,0,0,0
1147,1281,B831,Gnathostomiasis,0,0,0,0,0,0
1148,1288,B832,Angiostrongyliasis due to Parastrongylus cantonensis,10000,1,0,0,0,0
1149,1288,B833,Syngamiasis,10000,1,0,0,0,0
1150,1342,B834,Internal hirudiniasis,10000,1,0,0,0,0
1151,1288,B838,Other specified helminthiases,10000,1,0,0,0,0
1152,1289,B839,"Helminthiasis, unspecified",0,0,0,0,0,0
1153,1320,B850,Pediculosis due to Pediculus humanus capitis,0,0,0,0,0,0
1154,1321,B851,Pediculosis due to Pediculus humanus corporis,0,0,0,0,0,0
1155,1329,B852,"Pediculosis, unspecified",0,0,0,0,0,0
1156,1322,B853,Phthiriasis,0,0,0,0,0,0
1157,1323,B854,Mixed pediculosis and phthiriasis,0,0,0,0,0,0
1158,1330,B86,Scabies,0,0,0,0,0,0
1159,1340,B870,Cutaneous myiasis,10000,1,0,0,0,0
1160,1340,B871,Wound myiasis,10000,1,0,0,0,0
1161,1340,B872,Ocular myiasis,10000,1,0,0,0,0
1162,1340,B873,Nasopharyngeal myiasis,10000,1,0,0,0,0
1163,1340,B874,Aural myiasis,10000,1,0,0,0,0
1164,1340,B8781,Genitourinary myiasis,10000,1,0,0,0,0
1165,1340,B8782,Intestinal myiasis,10000,1,0,0,0,0
1166,1340,B8789,Myiasis of other sites,10000,1,0,0,0,0
1167,1340,B879,"Myiasis, unspecified",10000,1,0,0,0,0
1168,1338,B880,Other acariasis,10000,1,0,0,0,0
1169,1341,B881,Tungiasis [sandflea infestation],10000,1,0,0,0,0
1170,1341,B882,Other arthropod infestations,10000,1,0,0,0,0
1171,1342,B883,External hirudiniasis,10000,1,0,0,0,0
1172,1348,B888,Other specified infestations,10000,1,0,0,0,0
1173,1349,B889,"Infestation, unspecified",10000,1,0,0,0,0
1174,1369,B89,Unspecified parasitic disease,10000,1,0,0,0,0
1175,1371,B900,Sequelae of central nervous system tuberculosis,0,0,0,0,0,0
1176,1372,B901,Sequelae of genitourinary tuberculosis,0,0,0,0,0,0
1177,1373,B902,Sequelae of tuberculosis of bones and joints,0,0,0,0,0,0
1178,1374,B908,Sequelae of tuberculosis of other organs,0,0,0,0,0,0
1179,1370,B909,Sequelae of respiratory and unspecified tuberculosis,0,0,0,0,0,0
1180,138,B91,Sequelae of poliomyelitis,10000,1,0,0,0,0
1181,1398,B92,Sequelae of leprosy,10000,1,0,0,0,0
1182,1391,B940,Sequelae of trachoma,0,0,0,0,0,0
1183,1390,B941,Sequelae of viral encephalitis,0,0,0,0,0,0
1184,1398,B942,Sequelae of viral hepatitis,10000,1,0,0,0,0
1185,1398,B948,Sequelae of other specified infectious and parasitic diseases,10000,1,0,0,0,0
1186,1398,B949,Sequelae of unspecified infectious and parasitic disease,10000,1,0,0,0,0
1187,04101,B950,"Streptococcus, group A, as the cause of diseases classified elsewhere",0,0,0,0,0,0
1188,04102,B951,"Streptococcus, group B, as the cause of diseases classified elsewhere",0,0,0,0,0,0
1189,04104,B952,Enterococcus as the cause of diseases classified elsewhere,0,0,0,0,0,0
1190,04109,B953,Streptococcus pneumoniae as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1191,04109,B954,Other streptococcus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1192,04100,B955,Unspecified streptococcus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1193,04111,B9561,Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1194,04112,B9562,Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1195,04119,B957,Other staphylococcus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1196,04110,B958,Unspecified staphylococcus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1197,04181,B960,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1198,0413,B961,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere,0,0,0,0,0,0
1199,04149,B9620,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1200,04141,B9621,Shiga toxin-producing Escherichia coli [E. coli] [STEC] O157 as the cause of diseases classified elsewhere,0,0,0,0,0,0
1201,04142,B9622,Other specified Shiga toxin-producing Escherichia coli [E. coli] [STEC] as the cause of diseases classified elsewhere,0,0,0,0,0,0
1202,04143,B9623,Unspecified Shiga toxin-producing Escherichia coli [E. coli] [STEC] as the cause of diseases classified elsewhere,0,0,0,0,0,0
1203,04149,B9629,Other Escherichia coli [E. coli] as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1204,0415,B963,Hemophilus influenzae [H. influenzae] as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1205,0416,B964,Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,0,0,0,0,0,0
1206,0417,B965,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere,0,0,0,0,0,0
1207,04182,B966,Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere,0,0,0,0,0,0
1208,04183,B967,Clostridium perfringens [C. perfringens] as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1209,04186,B9681,Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere,0,0,0,0,0,0
1210,04184,B9682,Vibrio vulnificus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1211,04189,B9689,Other specified bacterial agents as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1212,0790,B970,Adenovirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1213,07999,B9710,Unspecified enterovirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1214,0792,B9711,Coxsackievirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1215,0791,B9712,Echovirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1216,07989,B9719,Other enterovirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1217,07982,B9721,SARS-associated coronavirus as the cause of diseases classified elsewhere,0,0,0,0,0,0
1218,07989,B9729,Other coronavirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1219,07950,B9730,Unspecified retrovirus as the cause of diseases classified elsewhere,0,0,0,0,0,0
1220,07959,B9731,Lentivirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1221,07959,B9732,Oncovirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1222,07951,B9733,"Human T-cell lymphotrophic virus, type I [HTLV-I] as the cause of diseases classified elsewhere",0,0,0,0,0,0
1223,07952,B9734,"Human T-cell lymphotrophic virus, type II [HTLV-II] as the cause of diseases classified elsewhere",0,0,0,0,0,0
1224,07953,B9735,"Human immunodeficiency virus, type 2 [HIV 2] as the cause of diseases classified elsewhere",0,0,0,0,0,0
1225,07959,B9739,Other retrovirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1226,0796,B974,Respiratory syncytial virus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1227,07989,B975,Reovirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1228,07989,B976,Parvovirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1229,0794,B977,Papillomavirus as the cause of diseases classified elsewhere,0,0,0,0,0,0
1230,07989,B9781,Human metapneumovirus as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1231,07989,B9789,Other viral agents as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1232,07999,B9789,Other viral agents as the cause of diseases classified elsewhere,10000,1,0,0,0,0
1233,1368,B998,Other infectious disease,10000,1,0,0,0,0
1234,1369,B999,Unspecified infectious disease,10000,1,0,0,0,0
1235,1400,C000,Malignant neoplasm of external upper lip,0,0,0,0,0,0
1236,1401,C001,Malignant neoplasm of external lower lip,0,0,0,0,0,0
1237,1409,C002,"Malignant neoplasm of external lip, unspecified",10000,1,0,0,0,0
1238,1403,C003,"Malignant neoplasm of upper lip, inner aspect",0,0,0,0,0,0
1239,1404,C004,"Malignant neoplasm of lower lip, inner aspect",0,0,0,0,0,0
1240,1405,C005,"Malignant neoplasm of lip, unspecified, inner aspect",0,0,0,0,0,0
1241,1406,C006,"Malignant neoplasm of commissure of lip, unspecified",0,0,0,0,0,0
1242,1408,C008,Malignant neoplasm of overlapping sites of lip,0,0,0,0,0,0
1243,1409,C009,"Malignant neoplasm of lip, unspecified",10000,1,0,0,0,0
1244,1410,C01,Malignant neoplasm of base of tongue,0,0,0,0,0,0
1245,1411,C020,Malignant neoplasm of dorsal surface of tongue,0,0,0,0,0,0
1246,1412,C021,Malignant neoplasm of border of tongue,0,0,0,0,0,0
1247,1413,C022,Malignant neoplasm of ventral surface of tongue,0,0,0,0,0,0
1248,1414,C023,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",0,0,0,0,0,0
1249,1416,C024,Malignant neoplasm of lingual tonsil,0,0,0,0,0,0
1250,1418,C028,Malignant neoplasm of overlapping sites of tongue,10000,1,0,0,0,0
1251,1419,C029,"Malignant neoplasm of tongue, unspecified",0,0,0,0,0,0
1252,1430,C030,Malignant neoplasm of upper gum,0,0,0,0,0,0
1253,1431,C031,Malignant neoplasm of lower gum,0,0,0,0,0,0
1254,1438,C039,"Malignant neoplasm of gum, unspecified",10000,1,0,0,0,0
1255,1439,C039,"Malignant neoplasm of gum, unspecified",10000,1,0,0,0,0
1256,1440,C040,Malignant neoplasm of anterior floor of mouth,0,0,0,0,0,0
1257,1441,C041,Malignant neoplasm of lateral floor of mouth,0,0,0,0,0,0
1258,1448,C048,Malignant neoplasm of overlapping sites of floor of mouth,0,0,0,0,0,0
1259,1449,C049,"Malignant neoplasm of floor of mouth, unspecified",0,0,0,0,0,0
1260,1452,C050,Malignant neoplasm of hard palate,0,0,0,0,0,0
1261,1453,C051,Malignant neoplasm of soft palate,0,0,0,0,0,0
1262,1454,C052,Malignant neoplasm of uvula,0,0,0,0,0,0
1263,1455,C058,Malignant neoplasm of overlapping sites of palate,10000,1,0,0,0,0
1264,1455,C059,"Malignant neoplasm of palate, unspecified",10000,1,0,0,0,0
1265,1450,C060,Malignant neoplasm of cheek mucosa,0,0,0,0,0,0
1266,1451,C061,Malignant neoplasm of vestibule of mouth,0,0,0,0,0,0
1267,1456,C062,Malignant neoplasm of retromolar area,0,0,0,0,0,0
1268,1458,C0680,Malignant neoplasm of overlapping sites of unspecified parts of mouth,10000,1,0,0,0,0
1269,1458,C0689,Malignant neoplasm of overlapping sites of other parts of mouth,10000,1,0,0,0,0
1270,1459,C069,"Malignant neoplasm of mouth, unspecified",0,0,0,0,0,0
1271,1420,C07,Malignant neoplasm of parotid gland,0,0,0,0,0,0
1272,1421,C080,Malignant neoplasm of submandibular gland,0,0,0,0,0,0
1273,1422,C081,Malignant neoplasm of sublingual gland,0,0,0,0,0,0
1274,1428,C089,"Malignant neoplasm of major salivary gland, unspecified",10000,1,0,0,0,0
1275,1429,C089,"Malignant neoplasm of major salivary gland, unspecified",10000,1,0,0,0,0
1276,1461,C090,Malignant neoplasm of tonsillar fossa,0,0,0,0,0,0
1277,1462,C091,Malignant neoplasm of tonsillar pillar (anterior) (posterior),0,0,0,0,0,0
1278,1460,C098,Malignant neoplasm of overlapping sites of tonsil,10000,1,0,0,0,0
1279,1460,C099,"Malignant neoplasm of tonsil, unspecified",10000,1,0,0,0,0
1280,1463,C100,Malignant neoplasm of vallecula,0,0,0,0,0,0
1281,1464,C101,Malignant neoplasm of anterior surface of epiglottis,0,0,0,0,0,0
1282,1466,C102,Malignant neoplasm of lateral wall of oropharynx,0,0,0,0,0,0
1283,1467,C103,Malignant neoplasm of posterior wall of oropharynx,0,0,0,0,0,0
1284,1468,C104,Malignant neoplasm of branchial cleft,10000,1,0,0,0,0
1285,1468,C108,Malignant neoplasm of overlapping sites of oropharynx,10000,1,0,0,0,0
1286,1469,C109,"Malignant neoplasm of oropharynx, unspecified",0,0,0,0,0,0
1287,1470,C110,Malignant neoplasm of superior wall of nasopharynx,0,0,0,0,0,0
1288,1471,C111,Malignant neoplasm of posterior wall of nasopharynx,0,0,0,0,0,0
1289,1472,C112,Malignant neoplasm of lateral wall of nasopharynx,0,0,0,0,0,0
1290,1473,C113,Malignant neoplasm of anterior wall of nasopharynx,0,0,0,0,0,0
1291,1478,C118,Malignant neoplasm of overlapping sites of nasopharynx,10000,1,0,0,0,0
1292,1479,C119,"Malignant neoplasm of nasopharynx, unspecified",0,0,0,0,0,0
1293,1481,C12,Malignant neoplasm of pyriform sinus,0,0,0,0,0,0
1294,1480,C130,Malignant neoplasm of postcricoid region,0,0,0,0,0,0
1295,1482,C131,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",0,0,0,0,0,0
1296,1483,C132,Malignant neoplasm of posterior wall of hypopharynx,0,0,0,0,0,0
1297,1488,C138,Malignant neoplasm of overlapping sites of hypopharynx,10000,1,0,0,0,0
1298,1489,C139,"Malignant neoplasm of hypopharynx, unspecified",0,0,0,0,0,0
1299,1490,C140,"Malignant neoplasm of pharynx, unspecified",0,0,0,0,0,0
1300,1491,C142,Malignant neoplasm of Waldeyer's ring,0,0,0,0,0,0
1301,1498,C148,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",10000,1,0,0,0,0
1302,1499,C148,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",10000,1,0,0,0,0
1303,1500,C153,Malignant neoplasm of upper third of esophagus,10000,1,0,0,0,0
1304,1503,C153,Malignant neoplasm of upper third of esophagus,10000,1,0,0,0,0
1305,1501,C154,Malignant neoplasm of middle third of esophagus,10000,1,0,0,0,0
1306,1504,C154,Malignant neoplasm of middle third of esophagus,10000,1,0,0,0,0
1307,1502,C155,Malignant neoplasm of lower third of esophagus,10000,1,0,0,0,0
1308,1505,C155,Malignant neoplasm of lower third of esophagus,10000,1,0,0,0,0
1309,1508,C158,Malignant neoplasm of overlapping sites of esophagus,10000,1,0,0,0,0
1310,1509,C159,"Malignant neoplasm of esophagus, unspecified",0,0,0,0,0,0
1311,1510,C160,Malignant neoplasm of cardia,0,0,0,0,0,0
1312,1513,C161,Malignant neoplasm of fundus of stomach,0,0,0,0,0,0
1313,1514,C162,Malignant neoplasm of body of stomach,0,0,0,0,0,0
1314,1512,C163,Malignant neoplasm of pyloric antrum,0,0,0,0,0,0
1315,1511,C164,Malignant neoplasm of pylorus,0,0,0,0,0,0
1316,1515,C165,"Malignant neoplasm of lesser curvature of stomach, unspecified",0,0,0,0,0,0
1317,1516,C166,"Malignant neoplasm of greater curvature of stomach, unspecified",0,0,0,0,0,0
1318,1518,C168,Malignant neoplasm of overlapping sites of stomach,10000,1,0,0,0,0
1319,1519,C169,"Malignant neoplasm of stomach, unspecified",0,0,0,0,0,0
1320,1520,C170,Malignant neoplasm of duodenum,0,0,0,0,0,0
1321,1521,C171,Malignant neoplasm of jejunum,0,0,0,0,0,0
1322,1522,C172,Malignant neoplasm of ileum,0,0,0,0,0,0
1323,1523,C173,"Meckel's diverticulum, malignant",0,0,0,0,0,0
1324,1528,C178,Malignant neoplasm of overlapping sites of small intestine,10000,1,0,0,0,0
1325,1529,C179,"Malignant neoplasm of small intestine, unspecified",0,0,0,0,0,0
1326,1534,C180,Malignant neoplasm of cecum,0,0,0,0,0,0
1327,1535,C181,Malignant neoplasm of appendix,0,0,0,0,0,0
1328,1536,C182,Malignant neoplasm of ascending colon,0,0,0,0,0,0
1329,1530,C183,Malignant neoplasm of hepatic flexure,0,0,0,0,0,0
1330,1531,C184,Malignant neoplasm of transverse colon,0,0,0,0,0,0
1331,1537,C185,Malignant neoplasm of splenic flexure,0,0,0,0,0,0
1332,1532,C186,Malignant neoplasm of descending colon,0,0,0,0,0,0
1333,1533,C187,Malignant neoplasm of sigmoid colon,0,0,0,0,0,0
1334,1538,C188,Malignant neoplasm of overlapping sites of colon,10000,1,0,0,0,0
1335,1539,C189,"Malignant neoplasm of colon, unspecified",0,0,0,0,0,0
1336,1540,C19,Malignant neoplasm of rectosigmoid junction,0,0,0,0,0,0
1337,1541,C20,Malignant neoplasm of rectum,0,0,0,0,0,0
1338,1543,C210,"Malignant neoplasm of anus, unspecified",0,0,0,0,0,0
1339,1542,C211,Malignant neoplasm of anal canal,0,0,0,0,0,0
1340,1548,C212,Malignant neoplasm of cloacogenic zone,10000,1,0,0,0,0
1341,1548,C218,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",10000,1,0,0,0,0
1342,1550,C220,Liver cell carcinoma,10000,1,0,0,0,0
1343,1551,C221,Intrahepatic bile duct carcinoma,0,0,0,0,0,0
1344,1550,C222,Hepatoblastoma,10000,1,0,0,0,0
1345,1550,C223,Angiosarcoma of liver,10000,1,0,0,0,0
1346,1550,C224,Other sarcomas of liver,10000,1,0,0,0,0
1347,1550,C227,Other specified carcinomas of liver,10000,1,0,0,0,0
1348,1550,C228,"Malignant neoplasm of liver, primary, unspecified as to type",10000,1,0,0,0,0
1349,1552,C229,"Malignant neoplasm of liver, not specified as primary or secondary",0,0,0,0,0,0
1350,1560,C23,Malignant neoplasm of gallbladder,0,0,0,0,0,0
1351,1561,C240,Malignant neoplasm of extrahepatic bile duct,0,0,0,0,0,0
1352,1562,C241,Malignant neoplasm of ampulla of Vater,0,0,0,0,0,0
1353,1568,C248,Malignant neoplasm of overlapping sites of biliary tract,0,0,0,0,0,0
1354,1569,C249,"Malignant neoplasm of biliary tract, unspecified",0,0,0,0,0,0
1355,1570,C250,Malignant neoplasm of head of pancreas,0,0,0,0,0,0
1356,1571,C251,Malignant neoplasm of body of pancreas,0,0,0,0,0,0
1357,1572,C252,Malignant neoplasm of tail of pancreas,0,0,0,0,0,0
1358,1573,C253,Malignant neoplasm of pancreatic duct,0,0,0,0,0,0
1359,1574,C254,Malignant neoplasm of endocrine pancreas,0,0,0,0,0,0
1360,1578,C257,Malignant neoplasm of other parts of pancreas,10000,1,0,0,0,0
1361,1578,C258,Malignant neoplasm of overlapping sites of pancreas,10000,1,0,0,0,0
1362,1579,C259,"Malignant neoplasm of pancreas, unspecified",0,0,0,0,0,0
1363,1590,C260,"Malignant neoplasm of intestinal tract, part unspecified",0,0,0,0,0,0
1364,1591,C261,Malignant neoplasm of spleen,0,0,0,0,0,0
1365,1598,C269,Malignant neoplasm of ill-defined sites within the digestive system,10000,1,0,0,0,0
1366,1599,C269,Malignant neoplasm of ill-defined sites within the digestive system,10000,1,0,0,0,0
1367,1600,C300,Malignant neoplasm of nasal cavity,0,0,0,0,0,0
1368,1601,C301,Malignant neoplasm of middle ear,0,0,0,0,0,0
1369,1602,C310,Malignant neoplasm of maxillary sinus,0,0,0,0,0,0
1370,1603,C311,Malignant neoplasm of ethmoidal sinus,0,0,0,0,0,0
1371,1604,C312,Malignant neoplasm of frontal sinus,0,0,0,0,0,0
1372,1605,C313,Malignant neoplasm of sphenoid sinus,0,0,0,0,0,0
1373,1608,C318,Malignant neoplasm of overlapping sites of accessory sinuses,0,0,0,0,0,0
1374,1609,C319,"Malignant neoplasm of accessory sinus, unspecified",0,0,0,0,0,0
1375,1610,C320,Malignant neoplasm of glottis,0,0,0,0,0,0
1376,1611,C321,Malignant neoplasm of supraglottis,0,0,0,0,0,0
1377,1612,C322,Malignant neoplasm of subglottis,0,0,0,0,0,0
1378,1613,C323,Malignant neoplasm of laryngeal cartilage,0,0,0,0,0,0
