DETAIL_LAB_PROCEDURE_ID,LAB_PROCEDURE_NAME,ntk_score_lab,n_patients_with_abnormal,abnormal_rate_patients_pos,abnormal_rate_patients_neg
1660,"Glucose, Urine",0.008309427131254338,117640,0.023133948276837756,0.016536506316134007
1435,Differential Hypochromasia,0.008183839223745241,115862,0.022986814554920493,0.016284015454443496
51,"Ferritin, Serum Quantitative",0.00817239645601944,115700,0.02131175372078547,0.01628201269406748
864,Calcium Ionized,0.008171619477963984,115689,0.019681964801086527,0.016301038917639628
7224,"White Blood Cell Count, Urine",0.008056838628862587,114064,0.03089808160262577,0.015926808835949893
1454,Differential Platelet Estimate,0.008045183958030753,113899,0.021243845849131346,0.016025230202999792
2422,Pro-Brain Natriuretic Peptide (NTproBNP),0.007927789637288279,112237,0.019331107464206892,0.015811650114329008
1443,Differential Microcytes,0.007864218705478274,111337,0.020994850319732895,0.01566187224906557
1690,Cholesterol / HDL Ratio,0.007802060461041826,110457,0.01349103050195235,0.01563082946323733
1451,Differential Ovalocyte,0.007682547109239018,108765,0.02084771659781563,0.015295796263192468
1457,Differential Poikilocytosis,0.00757066226925341,107181,0.016965649934921622,0.01511826586128996
1357,Vancomycin Trough,0.007182314510262962,101683,0.027525323977137684,0.014198283577136029
1345,"Uric Acid, Serum",0.007150317141251927,101230,0.01954614905777828,0.014234333263904306
1623,"Blood Gas Base Excess Calculated, Arterial",0.0070452838350280635,99743,0.020496859260935998,0.014009594938852865
815,"Amylase, Serum Enzymatic Activity/Volume",0.007043094169599052,99712,0.021232527870522325,0.013995861724845902
8928,Granulocytes Immature Blood Automated Count,0.0070308037894491185,99538,0.020689264897289342,0.013977836881461763
1098,Hemoglobin Free Urine,0.0068989294231276985,97671,0.008013128855186463,0.013870975309970085
1440,Differential Macrocytes,0.0067474187023138545,95526,0.018550166940184482,0.013430940244496987
1253,"Protein Total, Urine Random",0.006735693397113343,95360,0.014962367721125008,0.013452541445695439
1381,Basophils Count,0.006626987103718235,93821,0.0179503140739064,0.013194614520127169
2398,Prealbumin,0.006590892941323889,93310,0.019365061400033953,0.013103631977331042
2358,LDL Cholesterol,0.006479078735706959,91727,0.008239488427366872,0.013017799389787523
6435,"Albumin Quantitative, Serum",0.006185451665113417,87570,0.017871088223643257,0.012301383392424302
1441,Differential Metamyelocyte,0.006176339831553983,87441,0.012019693282779695,0.012356888465702442
1362,"Vitamin B12, Serum Quantitative (Cobalamin)",0.006004627681298293,85010,0.014883141870861864,0.011972930690757775
1511,"Osmolality Calculated, Unknown Specimen",0.005819777538468537,82393,0.012676136042102881,0.011626453145707111
56,"Osmolality, Serum",0.005735228199161231,81196,0.015098183464433252,0.011424603510667274
1135,LDL Cholesterol Direct Measure,0.005719829906789474,80978,0.005862712919472582,0.011510149989585647
1449,Differential Nucleated Red Blood Cell (RBC),0.005598268158295011,79257,0.013015675400373494,0.011173543192102486
1198,"Opiate, Urine",0.00550686728522596,77963,0.08490747552487125,0.010079749918172932
1525,Red Blood Cell Morphology - RDW Indice,0.005334590060020849,75524,0.003010582309999434,0.010765981455583353
1432,Differential Giant Platelets,0.0052527954610919764,74366,0.013230716993944881,0.010471146517371372
13406,Urea Nitrogen/Creatinine Mass Ratio Serum or Plasma,0.005221786973242429,73927,0.012868541678456228,0.010412923412154352
834,"Benzodiazepine, Urine",0.005091395928663243,72081,0.07611340614566238,0.009349457652490175
877,Carboxyhemoglobin,0.005003738677134115,70840,0.02322449210570992,0.009840420053239093
870,"Cannabinoid, Urine (Marijuana)",0.004993284790569803,70692,0.052096655537321034,0.009454316463605839
1040,"Glucose, Serum Random",0.004947160547823211,70039,0.01266481806349386,0.009859303222498667
6997,"Ketones, Urine Qualitative",0.0049408740890108886,69950,0.011680153924509083,0.009859017113873521
7797,Prothrombin Time (PT) Platelet Poor Plasma Coagulation Assay,0.0049396026703746885,69932,0.014396468790673985,0.00982210910122981
1336,"Troponin T, Serum/Plasma",0.0049325392335069105,69832,0.007933903004923321,0.009889487682451471
1557,UA Amorphous Crystals,0.004797980761175735,67927,0.010797351593005489,0.009580776475919954
1407,Complete Blood Count Crenated Red Blood Cell (RBC),0.0047424621473949975,67141,0.009077018844434384,0.00949008004174897
7217,White Blood Cell Count Corrected for Neucleated Red Blood Cell Auto,0.004707780672374207,66650,0.01693169599909456,0.009320560681350525
1762,UA Leukocytes,0.004699022010658161,66526,0.012721407956538961,0.009356038150868511
1622,"Bicarbonate HCO3, Venous",0.004680091999852516,66258,0.028600531944994623,0.009116994394559817
1131,"Ketones Strip, Urine",0.0046325550697323675,65585,0.007254824288382095,0.009290519275710294
1311,"Sodium, Whole Blood",0.004557117563984496,64517,0.021175937977477223,0.008961780465418623
1475,Granulocyte Absolute,0.004538893896865628,64259,0.012313960726614226,0.009036883979519201
1501,Myelocyte,0.004537763746966784,64243,0.009880595325674835,0.009065351787721134
8932,Hemoglobin Urine Automated Test Strip,0.004339069267876181,61430,0.009993775111765038,0.008661509463328885
22,Fibrinogen,0.004322258288130869,61192,0.008760115443381813,0.00864305545700703
1476,Granulocyte Absolute Count,0.0043184440322222685,61138,0.014815233999207741,0.00855879646690181
1634,"Blood Gas PCO2, Venous",0.004311804401566558,61044,0.025012732725935148,0.008416457425892143
1465,Differential Toxic Granulation,0.004293156928235622,60780,0.012562956256012676,0.008536050831202778
21174,Procalcitonin Mass/volume Serum or Plasma,0.0041415049386844234,58633,0.013853205817441006,0.008212605030476291
6524,"Bilirubin Total Quantitative, Serum",0.004131898664544245,58497,0.013853205817441006,0.008193149643966427
1636,"Blood Gas pH, Venous",0.004125965377575312,58413,0.02217192009507102,0.008075988161969526
1470,Eosinophil,0.004106117119976854,58132,0.005862712919472582,0.00824193116455366
1638,"Blood Gas PO2, Venous",0.0040959457708872535,57988,0.02449210570992021,0.007985863945048834
511,Differential Target Cells Red Blood Cell,0.004051375484251573,57357,0.010163544790900345,0.008076703433532388
63,Reticulocyte Count,0.003954253227319622,55982,0.012268688812178146,0.007853395651606672
799,"Acetaminophen, Serum",0.00386129839813966,54666,0.04486446720615698,0.007253139756052342
7050,"Magnesium, Serum/Plasma",0.003804225828248012,53858,0.014475694640937129,0.007521652700750978
1609,UA White Blood Cell Clumps,0.003803236947086523,53844,0.008828023315035934,0.007591034042348654
900,"Chloride, Whole Blood",0.0037855077205483996,53593,0.014136155282666516,0.007488034937296433
7214,UA White Blood Cell Quantitative,0.0037111297303306944,52540,0.009824005432629733,0.007391902439247694
1089,"Hematocrit, Whole Blood ISTAT",0.003670797505815681,51969,0.014113519325448475,0.007256000842303792
1418,Differential Atypical Lymph,0.0036627451877864134,51855,0.01026540659838153,0.007288331116945184
812,Ammonia,0.0036098400456467546,51106,0.01972723671552261,0.007061590031517726
1624,"Blood Gas Base Excess Calculated, Venous",0.0036089217988539432,51093,0.021424933506875674,0.007038272178568404
33,"Bilirubin, Indirect",0.0035539682600226282,50315,0.013309942844208025,0.007029545865501479
1612,VLDL Cholesterol,0.003537227914645994,50078,0.005907984833908664,0.007089199513844224
7139,"Neutrophils Segmented Percent, Blood Manual",0.003529670037197471,49971,0.007243506309773075,0.007057012293515405
17218,Granulocytes Count/volume Blood Automated Count,0.003482698182026746,49306,0.007492501839171524,0.0069587339807780785
1048,"Glucose, Whole Blood Random",0.0034425072262490876,48737,0.016411068983079622,0.006764609278617157
18,Activated Clotting Time,0.0034231534092313753,48463,0.0016863788127440438,0.006911526057629144
1610,UA Yeast Cells,0.003412840791404419,48317,0.006394657914096542,0.006831129533963383
1630,"Blood Gas Oxygen Saturation Percent, Venous",0.0033422064227266366,47317,0.02585026314300266,0.006442164858078678
1462,Differential Tear Drop Cells,0.0033350723514901804,47216,0.007300096202818177,0.0066621823908152265
7200,"PTT/APTT, Platelet Poor Coagulation Assay",0.003317908199901479,46973,0.009054382887216344,0.00660524677441136
1054,Glyco Hemoglobin,0.003304346401115345,46781,0.006734197272367155,0.006607106480474803
1430,Differential Elliptocytes,0.0032845687778855657,46501,0.005138362288495275,0.006587221931027221
6731,Erythrocytes Urine Sediment Microscopy HPF per Area,0.0032711482478367873,46311,0.009314696395223813,0.006507254570299178
1230,"Potassium, Whole Blood",0.0032112503031980276,45463,0.014758644106162639,0.006317135388890288
1008,"Folate, Serum Quantitative",0.0032105439595112497,45453,0.010118272876464263,0.006374357113919299
7177,Osmolality Calculation Serum/Plasma,0.0030696990283677512,43459,0.005115726331277234,0.006152336820806735
1274,PTH (Parathyroid Hormone),0.003019477992237848,42748,0.005557127497029031,0.0060450460863773385
15,"Creatinine, Urine-Random",0.0029893877511811126,42322,0.006417293871314583,0.005973232821465929
6,Troponin,0.00298627983895929,42278,0.00552317356120197,0.005978239722405967
1444,Differential White Blood Cell Morphology Blood,0.0029845139797423457,42253,0.0023767755078942902,0.006014432463486818
701,Differential Schistocytes,0.0029578848227508215,41876,0.007537773753607605,0.005895268221113901
1086,Hematocrit ACD,0.0029559070604278435,41848,0.016976967913530643,0.005771955403676381
814,"Amphetamines, Urine",0.002952587245099988,41801,0.032018561484918794,0.005575112669576582
1481,LDL/HDL Ratio,0.0029503975796709766,41770,0.001924056363533473,0.005951059403017187
1015,GGT/GGTP (Gamma Glutamyl Transpeptidase) Serum/Plasma,0.002947289667449154,41726,0.01476996208477166,0.005782398368494176
2046,Cholesterol LDL (Calculated),0.002944111120858654,41681,0.0047309150585705395,0.005902850099680245
26,Digoxin,0.0029268763349012752,41437,0.0032369418821798428,0.005886828016672122
1374,"Anion Gap, Blood",0.002912466923691007,41233,0.0026484069945107804,0.005865083761161098
8934,"Leukocyte Esterase, Urine Automated Test Strip",0.0027841242758034766,39416,0.005715579197555317,0.005566386356509658
2248,Salicylate,0.0027809457292129764,39371,0.036319393356346555,0.005173130051247777
1629,"Blood Gas Methemoglobin %, Venous",0.0027795330418394206,39351,0.024639239431837472,0.005317901015571176
1524,Red Blood Cell Morphology,0.00277126882070412,39234,0.006179616320525154,0.005534485244805984
1256,Protein Urine Strip,0.0027282524901793507,38625,0.006304114085224379,0.005445791571011016
927,"Cocaine Metabolite, Urine",0.002719635097200661,38503,0.033195631260256916,0.00508844189820484
7133,"Neutrophils Percent, Blood",0.0026304238895606216,37240,0.006338068021051441,0.005247232185160346
1963,"C-Reactive Protein, Highly Sensitive",0.002585853602924941,36609,0.01003904702620112,0.005110186153715865
873,"Carbon Dioxide CO2, Total Unknown Specimen",0.0025609196707816837,36256,0.004696961122743478,0.005127209616911995
1380,Basophils Absolute Count,0.002529275473614037,35808,0.00552317356120197,0.005052678320061708
1659,"Glucose, Unknown Specimen Fasting",0.0024863297774579455,35200,0.002184369871540943,0.005007902320226507
1002,Ethanol Levels,0.0024119517872402403,34147,0.019025522041763342,0.004644401311979711
2031,"Blood Gas Oxygen Saturation Percent, Arterial, Calculated",0.002386735317622272,33790,0.006247524192179277,0.0047548392412857035
14016,Protein Qualitative Urine Automated Test Strip,0.0023732441532048156,33599,0.0069831928017656045,0.004718217337267136
1375,"Anion Gap, Serum",0.0023348896910127797,33056,0.005409993775111765,0.0046604233949878345
1580,UA Granular Casts,0.002321398526595323,32865,0.0052402240959764585,0.00463524583597507
946,"C-Reactive Protein Quantitative, Serum",0.0023024685157896773,32597,0.009371286288268915,0.004544692456116659
1616,"Carbon Dioxide CO2, Venous",0.0022952638101845437,32495,0.00290872050251825,0.004611784928713175
16,Prothrombin Time International Normalized Ratio,0.0022778171211211315,32248,0.005987210684171807,0.004537539740488033
50,"Occult Blood, Stool",0.002253872070139363,31909,0.004029200384811272,0.004513792724600993
833,"Barbiturate, Urine",0.0021272952814687766,30117,0.014622828362854395,0.004123540559903135
17253,Lymphocytes Count/volume Blood Automated Count,0.0021254587878831543,30091,0.005794805047818459,0.004231403511582822
1207,Oxyhemoglobin by co-oximetry,0.002104127208542464,29789,0.005783487069209439,0.004188344163498491
6718,Erythrocyte Distribution Width Automated Count,0.0020795464482425956,29441,0.011295342651802388,0.004068893812500429
8929,Granulocytes Immature Percent Leukocytes Blood Automated Count,0.0020744607736977953,29369,0.007039782694810707,0.004112382323522478
6803,Glucose mean value Quantitative Blood Estimated glycated hemoglobin,0.002055672031629505,29103,0.005183634202931356,0.0040977907836400795
65,"Sodium, Urine",0.0020245222750426032,28662,0.003882066662894007,0.0040511550777414355
6804,Glucose Quantitative Capillary Blood Glucometer,0.002023392125143759,28646,0.004210288042555599,0.004044717633675672
1508,Neutrophil Segmented Percent,0.001972252842221044,27922,0.005670307283119235,0.003922692305051305
1509,Neutrophil Total Absolute Count,0.0019616576869193767,27772,0.009461830117141079,0.0038533109634536285
1212,"Phenytoin (Dilantin), Serum",0.0019375713672002528,27431,0.007662271518306831,0.0038272750785654287
16136,Ketones Qualitative Urine Automated Test Strip,0.0019093882540978176,27032,0.0048214588874427025,0.0038061030403046944
6498,"Bacteria Qualitative, Urine Sediment Light Microscopy",0.001904373213921695,26961,0.002931356459736291,0.003819836254311657
2026,"Bilirubin, Urine",0.0018948375741501943,26826,0.006519155678795767,0.003755175705028874
1287,PTT/APTT Whole Blood,0.001894625671044161,26823,0.010344632448644671,0.0037063941844416417
1567,UA Calcium Oxalate Crystals,0.0018608624428161809,26345,0.0044253296361269874,0.0037128316285074056
1420,Differential Bands Absolute Count,0.0018580370680690696,26305,0.004606417293871314,0.003704820587003344
6976,INR Platelet Poor Plasma,0.0018575426274883252,26298,0.005896666855299644,0.003687511015182068
1231,"Potassium, Whole Blood ISTAT",0.0018424975069599575,26085,0.003406711561315149,0.0036885123953700758
6559,"Calcium Quantitative, Blood",0.001816009618705789,25710,0.015641446437666233,0.0034802253162644742
1010,Free Thyroxine (T4),0.0018024478199196547,25518,0.004323467828645804,0.003595813200823077
1397,Blood Gas O2 Hemoglobin %,0.0017830233685332646,25243,0.0048214588874427025,0.0035501788751124406
6418,"25-Hydroxycalciferol Quantitative, Serum Vitamin D2",0.0017693909353784527,25050,0.0034406654971422105,0.003540022018919791
857,"Blood Urea Nitrogen, Whole Blood ISTAT",0.0017654354107324967,24994,0.003802840812630864,0.0035274332394134088
1478,"Hemoglobin, Arterial",0.001695507385741492,24004,0.0064512478071416446,0.0033523347608246335
1579,"UA Glucose, Qualitative",0.0016921875704136362,23957,0.003802840812630864,0.0033790859172756964
1515,Platelet Screen,0.0016900685393533028,23927,0.001369475411691472,0.0034055509651016143
903,Cholesterol Screen,0.001663015576149712,23544,0.01190651349668949,0.003217577598381312
1703,"Blood Gas, PCO2",0.0016606140076146675,23510,0.0033953935827061286,0.0033202905948083875
1034,"Glucose Stick, Urine",0.0016483942618334111,23337,0.002489955293984494,0.0033069865437391423
874,"Carbon Dioxide CO2, Whole Blood",0.0016296761541337986,23072,0.0036557070907135988,0.0032543425567124517
6720,Erythrocyte Mean Corpuscular Volume (MCV),0.0015993033756023522,22642,0.005002546545187029,0.0031758057391101336
943,"Cortisol, Serum or Plasma Quantitative",0.001563350481945361,22133,0.0032029879463527813,0.0031257367297097484
1278,PTT/APTT Automated,0.0015515545423761712,21966,0.005047818459623111,0.0030785288065608143
880,"CEA (Carcinoembryonic Antigen) Quantitative, Serum",0.001539617334069626,21797,0.0024673193367664536,0.003086969011002593
1461,Differential Spherocytes,0.0015353792719489591,21737,0.0038367947484579256,0.0030610761804269657
1560,UA Amorphous Urates,0.0015245722135412583,21584,0.004210288042555599,0.0030344680782884753
7752,Platelets Blood Quanitative,0.0015081850400080127,21352,0.005772169090600418,0.00298153798263664
1671,"Hemoglobin, Venous",0.0014958946598580786,21178,0.01135193254484749,0.0028861207561507634
6681,Eosinophils Blood Manual Count,0.0014790836801127664,20940,0.003983928470375191,0.0029452021872432175
11,Myoglobin,0.0014768940146837552,20909,0.0027276328447739234,0.00295664653224902
16597,Albumin Mass/volume Serum or Plasma Bromocresol purple (BCP) Dye Binding Method,0.0014278031284526962,20214,0.01212155509026088,0.002738488705575914
1166,Methemoglobin,0.0014120516642375507,19991,0.002512591251202535,0.0028280407052463166
1626,"Blood Gas CO2 Total, Venous",0.0014112746861820952,19980,0.005964574726953766,0.002782835542473398
1237,Prostate Specific Antigen (PSA),0.0014072485271674614,19923,0.000950710203157716,0.002838054507126394
1066,"HCG Beta, Serum Quantitative",0.0014008207996177833,19832,0.002489955293984494,0.0028055811781724296
865,Calcium Ionized Free Quantitative,0.0014003969934057166,19826,0.004934638673532907,0.0027738231207813284
1240,Protein CSF,0.0013917796004270272,19704,0.004210288042555599,0.0027655259706521216
1383,Basophilic Stippling,0.0013821026919181708,19567,0.0037688868768038027,0.002751506648020014
7128,"Neutrophils Band Form Percent, Blood",0.0013779352641661818,19508,0.0028181766736460868,0.002755083005834327
1427,Differential Dohle Bodies,0.0013775820923227929,19503,0.0032029879463527813,0.0027495038876439986
7084,"Monocytes Count, Blood Manual",0.0013580870065677249,19227,0.003802840812630864,0.0027024390188076365
7134,"Neutrophils Percent, Blood Manual",0.0013188849319515556,18672,0.003723614962367721,0.002624045255517891
1447,Differential Neutrophil Bands Percent,0.0013174722445779999,18652,0.0032708958180069038,0.0026269063417693416
