DETAIL_LAB_PROCEDURE_ID,ntk_score_lab,n_patients_with_abnormal,abnormal_rate_patients_pos,abnormal_rate_patients_neg
1400,0.018095607008455077,256187,0.05920434610378587,0.03590033806595147
1604,0.01799325780824097,254738,0.052572010638899894,0.03577688219420138
1130,0.017809396546572702,252135,0.03902439024390244,0.035575747830724404
1417,0.017783473733267954,251768,0.04661875389055515,0.03542725745427412
1402,0.016733211305398007,236899,0.06372021956878501,0.0330840278143361
1329,0.01537420605203747,217659,0.03278818403033218,0.030722630276701374
1571,0.015188861468626969,215035,0.037270103559504275,0.030290606252732336
1587,0.014518965116086878,205551,0.027559277912964746,0.029056619752481708
1419,0.014331784039090755,202901,0.02821572067228793,0.028669228674035298
1474,0.014329311836187032,202866,0.0353460471959708,0.028574097556174568
1640,0.014300634282503853,202460,0.04098240054326297,0.028444776457609
1132,0.014035543496856135,198707,0.04896157546262238,0.02780704033216067
1487,0.013840310101830743,195943,0.03906966215833852,0.02753666768139859
1581,0.013589063652443872,192386,0.03431611114254994,0.02708790630285857
1598,0.013569851104163515,192114,0.028906117367438176,0.02711737549124851
64,0.013446947302664172,190374,0.0426008714843529,0.02669536526915955
