ICD10_3Digits,n_encounters_with_dx,score_abs,score_sq,DIAGNOSIS_DESCRIPTION
R58,14720,232.038536,80.272778,"Hemorrhage, not elsewhere classified"
H05,9964,231.212132,118.605747,Disorders of orbit
I76,1512,227.443455,165.052048,Septic arterial embolism
Q85,9140,226.562108,132.172553,"Phakomatoses, not elsewhere classified"
S68,13871,226.252094,67.703405,"Traumatic amputation of wrist, hand and fingers"
C19,12972,225.051442,78.56546,Malignant neoplasm of rectosigmoid junction
Z60,9338,224.347798,107.829984,Problems related to social environment
T51,3306,222.873568,158.492925,Toxic effect of alcohol
O86,15300,221.579315,61.462565,Other puerperal infections
D06,15123,221.393567,38.940083,Carcinoma in situ of cervix uteri
I79,11505,221.345134,93.687348,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
M18,13311,221.209311,71.684161,Osteoarthritis of first carpometacarpal joint
Y33,12457,220.597034,85.47242,"Other specified events, undetermined intent"
C09,7523,214.546993,157.77193,Malignant neoplasm of tonsil
T44,8643,214.124608,113.985071,"Poisoning by, adverse effect of and underdosing of drugs primarily affecting the autonomic nervous system"
Z18,9946,214.025224,97.664793,Retained foreign body fragments
N97,15677,213.491495,27.337535,Female infertility
S53,15045,212.719588,42.604823,Dislocation and sprain of joints and ligaments of elbow
X99,7793,211.818448,124.85696,Assault by sharp object
T48,4243,210.491616,152.730435,"Poisoning by, adverse effect of and underdosing of agents primarily acting on smooth and skeletal muscles and the respiratory system"
P29,7246,209.548975,130.18822,Cardiovascular disorders originating in the perinatal period
J33,15677,209.438055,28.309304,Nasal polyp
C7A,10162,208.252245,93.249633,Malignant neuroendocrine tumors
C82,9127,207.933703,109.404922,Follicular lymphoma
H70,9452,205.958017,114.148985,Mastoiditis and related conditions
N75,10781,204.754676,80.48197,Diseases of Bartholin's gland
H16,10345,204.438449,87.617343,Keratitis
T68,7552,203.874774,108.374736,Hypothermia
C43,11261,203.350311,56.082421,Malignant melanoma of skin
A31,6618,203.018727,127.595897,Infection due to other mycobacteria
W34,9268,202.099356,93.614938,Accidental discharge and malfunction from other and unspecified firearms and guns
N36,14233,201.046687,56.878189,Other disorders of urethra
Q66,12609,199.77837,28.937402,Congenital deformities of feet
W07,12677,199.709649,65.922381,Fall from chair
Q54,13051,198.631019,18.799144,Hypospadias
R34,10055,198.240724,87.334293,Anuria and oliguria
C95,9128,196.985945,123.551117,Leukemia of unspecified cell type
W09,16004,196.537968,6.961632,Fall on and from playground equipment
L57,13964,196.391936,46.2585,Skin changes due to chronic exposure to nonionizing radiation
N70,12971,196.091721,61.058428,Salpingitis and oophoritis
O45,9191,195.692645,96.876081,Premature separation of placenta [abruptio placentae]
D56,7646,195.061368,128.343695,Thalassemia
K28,5248,194.580502,139.725959,Gastrojejunal ulcer
W05,9975,194.490427,84.536881,"Fall from non-moving wheelchair, nonmotorized scooter and motorized mobility scooter"
S14,7608,192.885693,98.764628,Injury of nerves and spinal cord at neck level
L25,11375,192.306946,66.041263,Unspecified contact dermatitis
C55,9890,191.78343,95.097035,"Malignant neoplasm of uterus, part unspecified"
M14,5429,189.798334,143.60278,Arthropathies in other diseases classified elsewhere
L93,6822,188.282458,104.286996,Lupus erythematosus
N33,10792,187.737392,78.129879,Bladder disorders in diseases classified elsewhere
M1A,8931,187.246199,114.411124,Chronic gout
T31,10128,186.716528,68.264459,Burns classified according to extent of body surface involved
J00,12686,185.826117,48.70376,Acute nasopharyngitis [common cold]
Q05,7391,185.360034,91.344558,Spina bifida
P27,5803,183.022299,108.119582,Chronic respiratory disease originating in the perinatal period
L01,7603,182.410234,94.518159,Impetigo
K01,14135,182.330778,31.150822,Embedded and impacted teeth
B07,10836,180.513911,50.49214,Viral warts
E74,9308,180.442725,84.843669,Other disorders of carbohydrate metabolism
N53,9379,179.159411,83.141807,Other male sexual dysfunction
L76,10270,178.540481,63.601396,Intraoperative and postprocedural complications of skin and subcutaneous tissue
L91,12288,178.323206,34.903972,Hypertrophic disorders of skin
S67,11569,177.705329,56.40001,"Crushing injury of wrist, hand and fingers"
R48,6198,176.968954,96.101253,"Dyslexia and other symbolic dysfunctions, not elsewhere classified"
X95,8592,176.263699,78.436423,Assault by other and unspecified firearm and gun discharge
D66,4317,175.886753,165.914092,Hereditary factor VIII deficiency
Q27,10652,175.788413,50.304211,Other congenital malformations of peripheral vascular system
F16,1898,174.242217,140.279479,Hallucinogen related disorders
N34,8555,174.193893,81.379778,Urethritis and urethral syndrome
O43,7259,173.175823,121.115909,Placental disorders
E41,8061,173.172394,76.289725,Nutritional marasmus
L20,9872,173.058249,67.290071,Atopic dermatitis
F98,6984,171.536035,92.873564,Other behavioral and emotional disorders with onset usually occurring in childhood and adolescence
G12,6919,171.533297,92.89479,Spinal muscular atrophy and related syndromes
S56,10238,171.237714,65.809262,"Injury of muscle, fascia and tendon at forearm level"
S21,7042,170.928631,81.454706,Open wound of thorax
V69,10384,169.74268,63.721727,Occupant of heavy transport vehicle injured in other and unspecified transport accidents
Z64,12319,169.593828,53.080266,Problems related to certain psychosocial circumstances
F99,4083,168.925653,107.589321,"Mental disorder, not otherwise specified"
N90,11120,167.943591,45.659841,Other noninflammatory disorders of vulva and perineum
F23,3235,167.599268,111.784437,Brief psychotic disorder
F63,3810,167.202282,115.516443,Impulse disorders
N88,14410,167.014361,29.109074,Other noninflammatory disorders of cervix uteri
D16,11684,166.750381,28.630509,Benign neoplasm of bone and articular cartilage
Q32,5648,165.971599,144.992051,Congenital malformations of trachea and bronchus
X18,10745,165.944118,48.164412,Contact with other hot metals
C02,7913,165.424728,66.088341,Malignant neoplasm of other and unspecified parts of tongue
N82,7109,165.191738,93.06909,Fistulae involving female genital tract
Q67,9643,164.066639,29.32426,"Congenital musculoskeletal deformities of head, face, spine and chest"
X19,9760,164.05866,58.49093,Contact with other heat and hot substances
N26,10511,163.5676,57.840285,Unspecified contracted kidney
A69,5844,163.427422,106.855096,Other spirochetal infections
W45,10115,161.990414,54.262428,Foreign body or object entering through skin
T37,6490,161.690833,84.166655,"Poisoning by, adverse effect of and underdosing of other systemic anti- infectives and antiparasitics"
E85,6175,160.910881,90.912578,Amyloidosis
H20,7047,160.61565,101.805124,Iridocyclitis
K23,10904,159.989997,55.178751,Disorders of esophagus in diseases classified elsewhere
Z08,11633,158.892618,23.378374,Encounter for follow-up examination after completed treatment for malignant neoplasm
D36,10893,157.554011,48.1783,Benign neoplasm of other and unspecified sites
Q62,9403,157.353442,39.730884,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
Z41,11028,156.680481,42.121451,Encounter for procedures for purposes other than remedying health state
T76,6419,156.528602,77.337751,"Adult and child abuse, neglect and other maltreatment, suspected"
E34,7399,156.262977,82.757322,Other endocrine disorders
S64,7386,155.806254,77.134094,Injury of nerves at wrist and hand level
H47,8053,155.711837,72.861514,Other disorders of optic [2nd] nerve and visual pathways
M08,5782,154.739896,74.558899,Juvenile arthritis
I30,7997,154.103455,62.03682,Acute pericarditis
G99,6156,153.906483,83.958093,Other disorders of nervous system in diseases classified elsewhere
E24,4520,152.933442,103.355086,Cushing's syndrome
H18,8548,152.422959,51.655464,Other disorders of cornea
K14,7473,150.258231,71.13027,Diseases of tongue
Z31,9176,149.46761,34.606992,Encounter for procreative management
F88,9188,149.362479,52.678817,Other disorders of psychological development
D13,10228,149.305319,42.985482,Benign neoplasm of other and ill-defined parts of digestive system
O11,8952,148.758469,68.465913,Pre-existing hypertension with pre-eclampsia
F48,2902,148.681375,97.060813,Other nonpsychotic mental disorders
W46,1556,148.681236,96.357492,Contact with hypodermic needle
P92,6793,147.631088,69.331515,Feeding problems of newborn
Y07,5877,146.428389,70.952157,"Perpetrator of assault, maltreatment and neglect"
M66,10988,146.217044,34.900454,Spontaneous rupture of synovium and tendon
G37,5487,145.682075,85.501286,Other demyelinating diseases of central nervous system
E35,8248,145.401883,57.1444,Disorders of endocrine glands in diseases classified elsewhere
J05,10150,143.966758,24.103763,Acute obstructive laryngitis [croup] and epiglottitis
Q78,5768,143.565349,83.724586,Other osteochondrodysplasias
L82,10796,142.350796,32.897833,Seborrhoeic keratosis
Q65,7433,141.430904,46.049943,Congenital deformities of hip
R54,10562,141.036112,31.074821,Age-related physical debility
M05,6578,140.746352,54.34101,Rheumatoid arthritis with rheumatoid factor
H49,7386,139.8591,61.669947,Paralytic strabismus
Q28,7268,139.691333,46.074368,Other congenital malformations of circulatory system
F89,8257,138.947992,46.653036,Unspecified disorder of psychological development
M80,6109,138.842548,75.228435,Osteoporosis with current pathological fracture
E61,7591,138.775011,51.600062,Deficiency of other nutrient elements
Q20,6618,137.961574,52.583635,Congenital malformations of cardiac chambers and connections
P74,4990,136.605433,82.81547,Other transitory neonatal electrolyte and metabolic disturbances
K45,6762,136.053723,64.581818,Other abdominal hernia
R70,5531,135.527011,69.247043,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity
I15,6155,134.568791,63.61691,Secondary hypertension
Q60,6624,133.617498,77.542631,Renal agenesis and other reduction defects of kidney
T71,2991,132.412775,97.675294,Asphyxiation
E08,4809,131.98689,81.456407,Diabetes mellitus due to underlying condition
L21,5834,131.918719,71.6549,Seborrheic dermatitis
L22,6185,131.553071,67.869849,Diaper dermatitis
L94,8856,131.205065,35.340093,Other localized connective tissue disorders
B36,5562,130.73414,64.44682,Other superficial mycoses
L85,6495,130.732132,60.904293,Other epidermal thickening
D37,8949,130.627703,34.852623,Neoplasm of uncertain behavior of oral cavity and digestive organs
T16,8263,130.291003,31.90544,Foreign body in ear
W13,6317,129.161747,55.524311,"Fall from, out of or through building or structure"
W31,10779,128.823393,29.055851,Contact with other and unspecified machinery
L81,7102,128.020832,47.681901,Other disorders of pigmentation
L65,7802,127.24593,43.614592,Other nonscarring hair loss
P36,6069,126.989149,55.538804,Bacterial sepsis of newborn
O65,10493,126.601191,25.415505,Obstructed labor due to maternal pelvic abnormality
B27,7801,126.143172,45.040915,Infectious mononucleosis
E65,8342,125.29055,40.184594,Localized adiposity
M33,4395,125.248991,81.43518,Dermatopolymyositis
O28,5588,125.200511,62.041926,Abnormal findings on antenatal screening of mother
V47,4778,125.098471,66.173523,Car occupant injured in collision with fixed or stationary object
T34,1565,125.002637,150.644153,Frostbite with tissue necrosis
H44,5583,123.759644,60.094658,Disorders of globe
O61,11360,123.549914,20.216869,Failed induction of labor
Q22,6928,122.605553,26.83767,Congenital malformations of pulmonary and tricuspid valves
Z52,7560,122.551615,6.745412,Donors of organs and tissues
G96,6891,122.156855,39.449691,Other disorders of central nervous system
D21,9907,121.977648,24.367818,Other benign neoplasms of connective and other soft tissue
H01,6435,121.937282,53.806219,Other inflammation of eyelid
A48,3971,120.866282,72.854529,"Other bacterial diseases, not elsewhere classified"
M93,7783,120.125331,16.148517,Other osteochondropathies
C01,5549,119.799886,60.595033,Malignant neoplasm of base of tongue
C84,5148,118.829642,59.949579,Mature T/NK-cell lymphomas
L92,6784,117.907795,67.107439,Granulomatous disorders of skin and subcutaneous tissue
Z62,3338,117.723442,61.900785,Problems related to upbringing
H71,7374,117.078976,20.270577,Cholesteatoma of middle ear
D33,6514,116.678074,35.853677,Benign neoplasm of brain and other parts of central nervous system
C51,4997,116.457353,73.430473,Malignant neoplasm of vulva
R71,6100,116.43358,45.572357,Abnormality of red blood cells
C74,4396,115.45259,73.115742,Malignant neoplasm of adrenal gland
E09,4013,114.022084,81.605237,Drug or chemical induced diabetes mellitus
Q37,7098,113.587044,6.100373,Cleft palate with cleft lip
D22,9677,113.529772,6.960342,Melanocytic nevi
P05,4652,112.498054,68.38732,Disorders of newborn related to slow fetal growth and fetal malnutrition
W29,8804,112.03094,26.542546,Contact with other powered hand tools and household machinery
D58,4886,111.811293,50.550283,Other hereditary hemolytic anemias
D3A,5573,111.226104,54.582169,Benign neuroendocrine tumors
I78,4886,110.290757,56.772403,Diseases of capillaries
Z15,6538,110.130757,51.507666,Genetic susceptibility to disease
D83,2964,110.002144,93.7249,Common variable immunodeficiency
T67,5287,109.642714,63.296422,Effects of heat and light
J13,2738,108.555428,68.881311,Pneumonia due to Streptococcus pneumoniae
C11,3570,108.194612,84.176166,Malignant neoplasm of nasopharynx
G04,4786,107.92087,43.913699,"Encephalitis, myelitis and encephalomyelitis"
L88,1761,106.833815,121.499689,Pyoderma gangrenosum
F95,3599,106.707224,71.220728,Tic disorder
Q55,9404,106.271908,9.1017,Other congenital malformations of male genital organs
L62,4231,106.190177,73.690942,Nail disorders in diseases classified elsewhere
Q04,5230,106.001496,54.4803,Other congenital malformations of brain
M95,7386,105.20013,19.829612,Other acquired deformities of musculoskeletal system and connective tissue
L28,3725,104.789106,67.887532,Lichen simplex chronicus and prurigo
P70,4724,104.151454,53.18842,Transitory disorders of carbohydrate metabolism specific to newborn
A52,3399,103.192985,73.203443,Late syphilis
Q82,6401,102.025475,23.072542,Other congenital malformations of skin
Z67,7739,101.955734,22.28883,Blood type
J70,4280,101.363721,53.61032,Respiratory conditions due to other external agents
K03,5319,101.139372,42.274976,Other diseases of hard tissues of teeth
K95,4963,101.097819,42.925334,Complications of bariatric procedures
C7B,4029,100.642641,73.256456,Secondary neuroendocrine tumors
Q63,5435,100.634339,40.108354,Other congenital malformations of kidney
A42,4227,100.447516,46.874664,Actinomycosis
V28,7503,100.444411,24.993508,Motorcycle rider injured in noncollision transport accident
F68,1163,100.388301,79.328776,Other disorders of adult personality and behavior
R36,4010,100.385975,57.166043,Urethral discharge
N22,6503,99.778496,35.704036,Calculus of urinary tract in diseases classified elsewhere
A64,3999,99.608243,54.90981,Unspecified sexually transmitted disease
Q44,5163,99.57598,37.635722,"Congenital malformations of gallbladder, bile ducts and liver"
E56,5211,99.271161,39.143146,Other vitamin deficiencies
I66,5117,99.048637,39.023886,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
Q51,6186,98.702871,35.312767,Congenital malformations of uterus and cervix
Z42,6870,98.35072,29.763583,Encounter for plastic and reconstructive surgery following medical procedure or healed injury
C10,4100,97.457971,57.07905,Malignant neoplasm of oropharynx
C48,5463,97.179616,22.719947,Malignant neoplasm of retroperitoneum and peritoneum
G14,3181,97.074393,72.063702,Postpolio syndrome
C40,4165,96.952037,55.626573,Malignant neoplasm of bone and articular cartilage of limbs
W00,6872,95.660548,24.999512,Fall due to ice and snow
M11,5868,95.284841,33.025037,Other crystal arthropathies
Q64,4995,95.129502,41.460796,Other congenital malformations of urinary system
C24,5877,94.744623,19.543594,Malignant neoplasm of other and unspecified parts of biliary tract
I43,4974,93.841188,41.363073,Cardiomyopathy in diseases classified elsewhere
W27,6122,93.806664,32.425646,Contact with nonpowered hand tool
H34,5707,93.581677,23.438511,Retinal vascular occlusions
M36,4237,93.553412,41.139819,Systemic disorders of connective tissue in diseases classified elsewhere
Q38,7408,93.436561,9.514826,"Other congenital malformations of tongue, mouth and pharynx"
R46,3697,93.387672,47.309088,Symptoms and signs involving appearance and behavior
A53,2651,93.344365,56.697324,Other and unspecified syphilis
M45,3058,93.338541,56.193082,Ankylosing spondylitis
F30,1855,93.206059,61.791746,Manic episode
V80,7866,92.713258,14.422603,Animal-rider or occupant of animal-drawn vehicle injured in transport accident
A15,2859,92.419956,57.775057,Respiratory tuberculosis
C14,4086,92.190896,46.15557,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
B08,6962,91.728645,14.547306,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified"
K00,6833,91.68557,15.015004,Disorders of tooth development and eruption
C17,4071,91.351389,53.149426,Malignant neoplasm of small intestine
X08,4093,90.789246,41.311792,"Exposure to other specified smoke, fire and flames"
Z75,3421,89.78767,43.964355,Problems related to medical facilities and other health care
S24,2892,89.506604,51.083248,Injury of nerves and spinal cord at thorax level
C88,4259,89.359215,29.99636,Malignant immunoproliferative diseases and certain other B-cell lymphomas
H83,5334,89.219924,37.268671,Other diseases of inner ear
C06,4232,89.216637,38.889828,Malignant neoplasm of other and unspecified parts of mouth
A74,4199,88.900877,38.457403,Other diseases caused by chlamydiae
A54,3555,88.680605,45.987752,Gonococcal infection
N65,6608,88.564419,12.724101,Deformity and disproportion of reconstructed breast
V03,3545,88.183305,46.418818,"Pedestrian injured in collision with car, pick-up truck or van"
N44,6606,87.211766,7.660093,Noninflammatory disorders of testis
D14,5894,87.091839,10.521593,Benign neoplasm of middle ear and respiratory system
X83,2614,86.772873,48.090986,Intentional self-harm by other specified means
N71,6422,86.733654,22.245768,"Inflammatory disease of uterus, except cervix"
H27,5048,86.660069,36.173853,Other disorders of lens
B38,2543,86.644052,51.030841,Coccidioidomycosis
N42,7106,86.445228,14.776927,Other and unspecified disorders of prostate
Q74,4354,86.049135,51.365579,Other congenital malformations of limb(s)
S11,2953,85.805628,49.746437,Open wound of neck
D41,5968,85.727463,25.563456,Neoplasm of uncertain behavior of urinary organs
D52,2716,84.925343,47.232239,Folate deficiency anemia
L71,6042,84.472065,21.793279,Rosacea
Q35,5456,84.466548,14.221275,Cleft palate
F70,4921,84.400272,31.606712,Mild intellectual disabilities
J14,2323,84.294589,47.145583,Pneumonia due to Hemophilus influenzae
P84,3926,83.050937,39.367469,Other problems with newborn
F09,4012,82.808762,34.208337,Unspecified mental disorder due to known physiological condition
B25,4582,82.105086,26.958171,Cytomegaloviral disease
T75,3301,81.818459,45.070046,Other and unspecified effects of other external causes
D07,5074,81.44434,16.892476,Carcinoma in situ of other and unspecified genital organs
Q39,5545,81.413516,23.598127,Congenital malformations of esophagus
W50,6022,81.265563,22.558448,"Hit, struck, kicked, twisted, bitten or scratched by another person"
O73,6259,80.928712,19.365877,"Retained placenta and membranes, without hemorrhage"
H46,3308,80.603324,41.603236,Optic neuritis
O22,4502,80.497633,30.543736,Venous complications and hemorrhoids in pregnancy
H55,4257,80.341717,30.581111,Nystagmus and other irregular eye movements
O33,5682,79.861564,20.693789,Maternal care for disproportion
L55,3596,79.83449,40.660485,Sunburn
H74,6272,79.118673,16.157065,Other disorders of middle ear mastoid
T74,2984,78.586209,42.179685,"Adult and child abuse, neglect and other maltreatment, confirmed"
K06,4234,78.525217,31.434164,Other disorders of gingiva and edentulous alveolar ridge
P04,2070,78.016453,51.939842,Newborn affected by noxious substances transmitted via placenta or breast milk
T47,2411,77.404534,41.98569,"Poisoning by, adverse effect of and underdosing of agents primarily affecting the gastrointestinal system"
K38,6103,77.246992,16.048022,Other diseases of appendix
L87,3801,76.828381,28.528886,Transepidermal elimination disorders
Q06,4185,75.854073,24.682388,Other congenital malformations of spinal cord
B44,2695,75.852217,46.031731,Aspergillosis
W55,4533,75.771882,24.990066,Bitten or struck by other mammals
J09,4641,75.528717,27.192096,Influenza due to identified Avian influenza virus
Q18,5171,75.291641,9.411678,Other congenital malformations of face and neck
Y82,3411,75.019956,33.111331,Other and unspecified medical devices associated with adverse incidents
G11,2909,74.965781,53.462512,Hereditary ataxia
L70,4968,74.659181,18.081255,Acne
V18,5842,74.506943,16.021948,Pedal cycle rider injured in noncollision transport accident
J41,3236,74.161862,33.19151,Simple and mucopurulent chronic bronchitis
B48,2695,73.994524,55.418811,"Other mycoses, not elsewhere classified"
H21,5850,73.70293,10.166786,Other disorders of iris and ciliary body
Q03,4496,73.647742,18.102649,Congenital hydrocephalus
D11,4896,73.615667,22.102973,Benign neoplasm of major salivary glands
M92,4534,72.835251,18.477368,Other juvenile osteochondrosis
L51,2784,71.703068,34.719849,Erythema multiforme
D44,4541,71.44754,16.239834,Neoplasm of uncertain behavior of endocrine glands
C13,1890,71.211706,85.38221,Malignant neoplasm of hypopharynx
J61,3515,70.799452,33.310959,Pneumoconiosis due to asbestos and other mineral fibres
Y79,3350,70.787467,33.635385,Orthopedic devices associated with adverse incidents
B85,2443,70.713415,42.093409,Pediculosis and phthiriasis
Q45,2381,70.386266,41.109385,Other congenital malformations of digestive system
P91,2609,70.378214,36.560014,Other disturbances of cerebral status of newborn
G58,3584,70.148112,30.477232,Other mononeuropathies
R77,3325,69.91213,30.361086,Other abnormalities of plasma proteins
O92,4891,69.901243,14.77143,Other disorders of breast and disorders of lactation associated with pregnancy and the puerperium
B45,1825,69.858105,55.826655,Cryptococcosis
C69,4014,69.57525,9.038267,Malignant neoplasm of eye and adnexa
T59,2952,69.559948,36.985978,"Toxic effect of other gases, fumes and vapors"
B15,2223,69.296601,38.273731,Acute hepatitis A
W25,4112,69.282732,25.22027,Contact with sharp glass
K41,4088,69.226838,27.31258,Femoral hernia
T56,1427,69.010929,49.99667,Toxic effect of metals
W08,4879,68.930986,16.033424,Fall from other furniture
E51,2616,68.6894,34.128857,Thiamine deficiency
P83,3019,68.539295,31.807917,Other conditions of integument specific to newborn
P01,3345,67.913917,31.790734,Newborn affected by maternal complications of pregnancy
Z49,4177,67.901562,21.218414,Encounter for care involving renal dialysis
N05,2956,67.405782,33.536821,Unspecified nephritic syndrome
C23,3643,66.859943,14.497846,Malignant neoplasm of gallbladder
C45,1790,66.11838,66.679314,Mesothelioma
W03,5734,65.70847,10.352099,"Other fall on same level due to collision with, or pushing by, another person"
C04,1910,65.565131,64.729758,Malignant neoplasm of floor of mouth
P52,3198,65.459545,29.029499,Intracranial nontraumatic hemorrhage of newborn
N03,3403,64.057211,28.885677,Chronic nephritic syndrome
S65,2298,63.638176,35.955995,Injury of blood vessels at wrist and hand level
X31,1661,62.737181,40.100149,Exposure to excessive natural cold
Q31,3033,62.366332,29.408456,Congenital malformations of larynx
V48,3736,62.28943,21.396961,Car occupant injured in noncollision transport accident
Z14,2832,62.280802,29.912371,Genetic carrier
Q68,3950,61.819648,17.858625,Other congenital musculoskeletal deformities
L04,4368,61.792307,14.128249,Acute lymphadenitis
I09,3720,61.706061,23.828004,Other rheumatic heart diseases
T54,3434,61.612243,24.296896,Toxic effect of corrosive substances
J82,3572,61.509753,21.527234,"Pulmonary eosinophilia, not elsewhere classified"
B59,2092,60.622824,33.632713,Pneumocystosis
S97,3458,60.224974,20.597239,Crushing injury of ankle and foot
N14,2658,60.075111,26.467151,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions
E79,3443,59.832926,21.994397,Disorders of purine and pyrimidine metabolism
H51,3373,59.555987,20.102802,Other disorders of binocular movement
G26,1893,59.514834,34.500165,Extrapyramidal and movement disorders in diseases classified elsewhere
Q99,3294,59.08097,20.722319,"Other chromosome abnormalities, not elsewhere classified"
W61,3349,58.943454,22.434042,Contact with birds (domestic) (wild)
Q33,2161,58.863243,29.973057,Congenital malformations of lung
L23,4106,58.746194,14.539908,Allergic contact dermatitis
G00,2240,58.403218,30.347687,"Bacterial meningitis, not elsewhere classified"
S35,1774,58.392779,40.60962,"Injury of blood vessels at abdomen, lower back and pelvis level"
F64,1930,58.376287,31.391357,Gender identity disorders
O12,2942,57.766024,25.192403,Gestational [pregnancy-induced] edema and proteinuria without hypertension
Y35,1951,57.735638,31.154719,Legal intervention
D34,5274,57.6034,5.720521,Benign neoplasm of thyroid gland
D10,3387,57.186228,28.848755,Benign neoplasm of mouth and pharynx
Q72,2604,55.851121,28.904178,Reduction defects of lower limb
N00,2053,55.378529,29.357459,Acute nephritic syndrome
Y71,3254,55.312267,21.374597,Cardiovascular devices associated with adverse incidents
T26,2739,55.169827,24.356601,Burn and corrosion confined to eye and adnexa
C96,2537,54.807706,26.151395,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue"
D67,975,54.774825,71.148649,Hereditary factor IX deficiency
G98,1727,54.742827,31.647076,"Other disorders of nervous system, not elsewhere classified"
Q75,3099,54.052763,11.479853,Other congenital malformations of skull and face bones
P03,3557,54.039568,19.051454,Newborn affected by other complications of labor and delivery
D30,4370,53.939951,9.866886,Benign neoplasm of urinary organs
F81,3083,53.281228,16.373292,Specific developmental disorders of scholastic skills
P00,3020,52.946567,18.582764,Newborn affected by maternal conditions that may be unrelated to present pregnancy
F52,2554,52.771875,25.657527,Sexual dysfunction not due to a substance or known physiological condition
D38,2906,52.719267,26.396519,Neoplasm of uncertain behavior of middle ear and respiratory and intrathoracic organs
D39,3601,52.546099,13.20153,Neoplasm of uncertain behavior of female genital organs
P39,1606,52.483328,32.594608,Other infections specific to the perinatal period
N02,2723,52.195583,22.911177,Recurrent and persistent hematuria
O63,5126,52.17937,6.51524,Long labor
Z57,3319,51.942733,15.921999,Occupational exposure to risk factors
Q93,2506,51.765751,22.070825,"Monosomies and deletions from the autosomes, not elsewhere classified"
M97,2271,51.758895,29.004872,Periprosthetic fracture around internal prosthetic joint
Q26,2284,51.49267,20.197892,Congenital malformations of great veins
C66,3059,51.391455,15.407282,Malignant neoplasm of ureter
Y73,2470,51.351432,22.739318,Gastroenterology and urology devices associated with adverse incidents
G07,763,50.876887,51.267785,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere
B16,1051,50.794948,33.536289,Acute hepatitis B
P25,2346,50.592484,24.214545,Interstitial emphysema and related conditions originating in the perinatal period
D82,1655,50.523957,36.697184,Immunodeficiency associated with other major defects
J16,2023,49.389621,25.095874,"Pneumonia due to other infectious organisms, not elsewhere classified"
I28,2371,49.227849,19.447683,Other diseases of pulmonary vessels
O08,2856,49.180269,19.543351,Complications following ectopic and molar pregnancy
H73,4295,48.870788,5.640724,Other disorders of tympanic membrane
P78,2011,48.638463,23.678791,Other perinatal digestive system disorders
S26,2194,48.303044,22.742302,Injury of heart
M30,1821,48.214401,23.932741,Polyarteritis nodosa and related conditions
F82,3164,48.184842,10.353115,Specific developmental disorder of motor function
C07,2477,48.115658,19.58638,Malignant neoplasm of parotid gland
V99,2413,47.503385,22.283896,Unspecified transport accident
L12,1932,47.485144,39.778788,Pemphigoid
P24,1827,47.403766,26.099748,Neonatal aspiration
D15,2870,46.943337,10.771368,Benign neoplasm of other and unspecified intrathoracic organs
S88,1026,46.833257,44.873712,Traumatic amputation of lower leg
Q10,3458,46.728351,3.460377,"Congenital malformations of eyelid, lacrimal apparatus and orbit"
V76,3474,46.692351,12.450715,Bus occupant injured in collision with other nonmotor vehicle
W62,3309,46.072301,12.949608,Contact with nonvenomous amphibians
M88,2327,45.534322,22.167667,Osteitis deformans [Paget's disease of bone]
O15,3227,45.162087,9.758646,Eclampsia
M63,2511,44.888437,16.233255,Disorders of muscle in diseases classified elsewhere
Q52,2841,44.836184,15.707537,Other congenital malformations of female genitalia
T33,787,44.738365,43.932505,Superficial frostbite
Q17,3081,44.679013,3.42528,Other congenital malformations of ear
E30,3236,44.530109,1.598466,"Disorders of puberty, not elsewhere classified"
A56,2664,44.115653,14.793999,Other sexually transmitted chlamydial diseases
P08,3616,44.114175,8.77853,Disorders of newborn related to long gestation and high birth weight
L68,2659,43.873662,13.971088,Hypertrichosis
K71,1255,43.556468,24.068412,Toxic liver disease
I68,2541,43.295318,23.431494,Cerebrovascular disorders in diseases classified elsewhere
T58,1437,42.732823,25.625592,Toxic effect of carbon monoxide
E26,2428,42.558324,10.684099,Hyperaldosteronism
L80,2128,42.459246,19.04517,Vitiligo
Q02,2714,42.452974,9.320712,Microcephaly
X11,3365,42.239738,7.375079,Contact with hot tap-water
D09,2845,42.235922,12.095827,Carcinoma in situ of other and unspecified sites
C72,1463,42.218919,36.989669,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system"
F53,2362,42.073304,15.366562,Puerperal psychosis
Y00,1956,42.005693,18.956598,Assault by blunt object
X12,3089,41.994986,11.067126,Contact with other hot fluids
G46,2780,41.99248,12.505842,Vascular syndromes of brain in cerebrovascular diseases
C65,2608,41.939817,9.842978,Malignant neoplasm of renal pelvis
B39,1837,41.579623,26.778428,Histoplasmosis
Q69,2834,41.513384,2.964487,Polydactyly
G36,1354,41.464061,27.814647,Other acute disseminated demyelination
N11,1882,41.303432,18.990137,Chronic tubulo-interstitial nephritis
C37,1205,41.198673,37.504558,Malignant neoplasm of thymus
